,id do pedido,Origem,Destino
929,194705,03526-000,03666-060
930,194711,04378-300,09370-090
931,194729,30520-420,35170-306
932,194734,16204-061,07243-430
933,194737,06463-170,08010-110
934,194747,37500-176,13015-311
935,194750,30710-010,36900-000
936,194756,03711-007,94475-490
937,194766,03989-010,25935-322
938,194775,13345-115,37553-408
939,194776,09351-090,37553-408
940,194777,03526-000,03666-060
941,194787,06075-180,70687-150
942,194790,74430-120,24913-450
943,194804,23073-200,22785-091
944,194810,15086-010,13876-102
945,194811,37800-000,13876-102
946,194829,13209-430,35502-263
947,194832,09351-090,03968-030
948,194840,89802-111,89113-334
949,194844,74430-120,24913-450
950,194849,18043-003,04664-000
951,194852,04133-200,03115-020
952,194874,04715-002,01311-000
953,194889,18043-003,95720-000
954,194890,04344-010,01239-020
955,194911,74430-120,18205-600
956,194927,74430-120,07803-190
957,194928,14701-550,11606-100
958,194930,13800-700,07803-190
959,194933,14701-550,13311-530
960,194940,38400-358,52120-100
961,194947,17540-000,13081-570
962,194948,74430-120,09771-211
963,194955,82820-090,81750-280
964,194956,89210-145,81750-280
965,194962,72855-066,69307-051
966,194964,02143-060,13157-174
967,194965,06075-180,26582-430
968,194975,71200-035,72115-939
969,194988,04378-300,02079-000
970,195003,71200-035,04297-000
971,195048,74430-120,71620-075
972,195050,74430-130,74491-628
973,195075,89287-615,89228-730
974,195076,16204-061,15030-560
975,195077,02959-000,36400-000
976,195078,04715-002,06260-170
977,195083,99025-604,38400-358
978,195084,81730-080,88085-190
979,195086,03221-000,12941-606
980,195105,14701-550,17290-000
981,195108,71200-035,19026-540
982,195109,74430-120,72305-540
983,195110,06075-180,36013-080
984,195115,15086-010,35700-640
985,195125,18043-003,06405-035
986,195182,13054-250,26920-000
987,195188,06463-170,90440-001
988,195207,78890-000,78005-570
989,195212,78085-000,76820-872
990,195227,14701-550,36037-550
991,195234,29164-018,56328-030
992,195236,99700-392,87960-000
993,195242,03989-010,12091-580
994,195261,13800-700,13085-280
995,195287,03989-010,03666-060
996,195292,14021-000,01224-030
997,195294,03047-000,01224-030
998,195295,14021-000,01224-030
999,195299,89802-111,69041-410
1000,195312,03989-010,36503-116
1001,195321,14701-550,85415-000
1002,195352,15086-010,66833-000
1003,195378,03989-010,04280-130
1004,195380,98400-000,90440-050
1005,195385,23073-200,95150-000
1006,195386,99040-000,95150-000
1007,195392,02712-140,13274-300
1008,195394,03989-010,13015-311
1009,195407,03622-010,30310-090
1010,195413,13800-700,12603-080
1011,195415,14021-000,08142-240
1012,195416,14701-550,37800-000
1013,195417,89287-615,37800-000
1014,195418,03622-010,36013-080
1015,195420,04133-200,05359-000
1016,195424,74430-120,20031-040
1017,195444,14701-550,18201-530
1018,195448,92120-140,04217-010
1019,195459,06343-510,32010-010
1020,195463,99025-604,21920-080
1021,195482,03622-010,13088-654
1022,195494,03047-000,03479-070
1023,195496,74430-120,03066-065
1024,195521,14701-550,36037-550
1025,195540,02712-140,79052-580
1026,195553,03622-010,71010-076
1027,195556,02712-140,83410-290
1028,195568,03047-000,01224-030
1029,195573,31255-100,85875-000
1030,195580,16204-061,95560-000
1031,195587,15086-010,30690-800
1032,195590,03526-000,03666-060
1033,195597,02552-000,09910-720
1034,195605,74430-130,29212-001
1035,195606,72007-515,01405-001
1036,195616,06463-170,06654-030
1037,195626,74430-120,13275-441
1038,195634,37500-176,09220-320
1039,195637,79004-430,79400-000
1040,195691,03711-007,89466-280
1041,195700,03622-010,03414-020
1042,195702,06463-170,94945-000
1043,195710,06463-170,04815-090
1044,195713,03711-007,23555-041
1045,195718,05835-005,29938-320
1046,195738,30855-043,35702-056
1047,195745,03622-010,26285-670
1048,195746,03711-007,39401-346
1049,195765,78085-000,05363-101
1050,195770,23073-200,22271-040
1051,195771,74430-120,18035-630
1052,195788,96170-000,13930-000
1053,195792,39480-000,32656-618
1054,195807,99040-000,36510-000
1055,195809,74430-130,73090-908
1056,195823,30855-043,85601-020
1057,195828,04378-300,20241-140
1058,195839,14405-268,23555-041
1059,195841,13800-700,18035-260
1060,195852,04133-200,06412-180
1061,195861,35900-700,25815-140
1062,195872,14701-550,13144-592
1063,195873,74430-130,13144-592
1064,195875,03622-010,89124-000
1065,195876,03711-007,37500-180
1066,195877,30570-050,13083-460
1067,195910,02552-000,18605-882
1068,195939,02959-000,06544-300
1069,196020,02721-200,02975-130
1070,196033,89210-145,94440-192
1071,196049,74430-120,05065-120
1072,196062,15130-025,84015-685
1073,196076,89210-145,39445-281
1074,196083,03711-007,13332-116
1075,196084,74430-120,13332-116
1076,196085,14701-550,13332-116
1077,196089,04344-010,47960-000
1078,196095,02721-200,02378-000
1079,196099,17540-000,04257-145
1080,196106,03622-010,09195-310
1081,196107,37800-000,66825-060
1082,196115,35300-102,03436-000
1083,196129,03989-010,44720-000
1084,196130,15130-025,44720-000
1085,196136,03622-010,08253-520
1086,196144,13800-700,13088-658
1087,196181,99700-392,81730-010
1088,196208,04160-120,69919-676
1089,196209,06075-180,49035-740
1090,196227,06075-180,13537-000
1091,196257,23073-200,22750-009
1092,196258,04715-002,58540-000
1093,196266,31255-100,03675-000
1094,196287,23073-200,69735-000
1095,196297,09351-090,35500-509
1096,196299,09351-090,35500-509
1097,196300,09351-090,35500-509
1098,196302,23073-200,23094-350
1099,196306,15130-025,68555-201
1100,196308,07910-040,09435-020
1101,196311,15130-025,44024-252
1102,196312,09351-090,35500-509
1103,196322,18043-003,22775-033
1104,196333,03622-010,22261-080
1105,196338,35300-102,68030-000
1106,196349,79004-430,13847-235
1107,196350,14701-550,08742-060
1108,196355,82820-090,26433-270
1109,196362,14701-550,28895-142
1110,196384,13450-402,31060-435
1111,196386,03047-000,01224-030
1112,196397,74430-130,59082-310
1113,196402,03526-000,07776-395
1114,196403,04378-300,82600-380
1115,196404,14021-000,01224-030
1116,196415,13800-700,12010-230
1117,196423,14405-268,35500-509
1118,196425,03622-010,13990-000
1119,196426,12010-150,44620-000
1120,196435,74430-120,27963-564
1121,196440,37500-176,15385-000
1122,196442,85501-000,37150-000
1123,196443,02036-011,37150-000
1124,196444,37800-000,37150-000
1125,196445,29111-165,37150-000
1126,196446,79170-000,37150-000
1127,196447,39480-000,37150-000
1128,196448,81610-040,37150-000
1129,196451,14701-550,20251-020
1130,196455,03622-010,22470-202
1131,196458,74430-120,37062-370
1132,196459,39480-000,37062-370
1133,196461,74430-120,37062-370
1134,196468,14021-000,45450-000
1135,196471,02036-011,22735-140
1136,196477,14701-550,06730-000
1137,196488,37800-000,12228-970
1138,196491,02036-011,26063-390
1139,196495,14701-550,16640-000
1140,196504,09351-090,04132-000
1141,196510,35300-102,35500-509
1142,196523,12010-150,88535-000
1143,196526,03989-010,27700-000
1144,196528,02036-011,27700-000
1145,196537,06075-180,11420-730
1146,196542,74430-120,05821-050
1147,196554,03989-010,29170-084
1148,196555,06703-001,29170-084
1149,196557,74430-130,28021-210
1150,196558,05835-005,13256-010
1151,196565,06463-170,91260-020
1152,196567,06705-030,06310-320
1153,196570,82820-090,26013-330
1154,196573,14701-550,22720-400
1155,196576,35900-700,36025-020
1156,196594,74430-120,23040-620
1157,196597,81130-000,89970-000
1158,196605,96170-000,35540-000
1159,196612,79004-430,79990-000
1160,196622,59037-060,16900-033
1161,196623,02712-140,72876-580
1162,196626,06705-030,86062-280
1163,196628,02036-011,18276-700
1164,196629,39480-000,18276-700
1165,196631,06703-001,13400-186
1166,196633,03622-010,13400-186
1167,196634,15130-025,13400-186
1168,196635,06705-030,13400-186
1169,196641,74430-130,04524-001
1170,196642,86490-000,14777-000
1171,196643,13070-752,14777-000
1172,196646,71200-035,27525-839
1173,196649,06705-030,24020-071
1174,196652,99700-392,24020-071
1175,196654,99700-392,24020-071
1176,196666,13800-700,11030-290
1177,196688,03622-010,14887-454
1178,196704,03711-007,13845-250
1179,196707,74430-120,73752-018
1180,196718,13800-700,15503-027
1181,196724,03622-010,26130-010
1182,196731,03622-010,03429-000
1183,196738,03989-010,29930-970
1184,196742,74430-120,13040-102
1185,196763,09351-090,30310-090
1186,196764,14701-550,79940-000
1187,196770,03526-000,03578-220
1188,196774,02036-011,74343-210
1189,196778,04344-010,37800-000
1190,196792,79004-430,40296-720
1191,196796,03989-010,24430-150
1192,196798,03622-010,21331-000
1193,196799,74430-120,04363-040
1194,196801,13450-402,91920-740
1195,196807,74430-120,77330-000
1196,196815,99250-000,22631-000
1197,196817,02712-140,32010-025
1198,196820,03526-000,02713-000
1199,196826,14701-550,23015-230
1200,196830,14701-550,13417-655
1201,196836,90650-002,94065-260
1202,196845,04344-010,81690-200
1203,196846,03622-010,45910-000
1204,196847,21011-510,02210-000
1205,196848,21011-510,64078-213
1206,196850,65913-447,58700-090
1207,196851,85501-000,13300-908
1208,196854,14701-550,06509-027
1209,196855,03711-007,66617-530
1210,196856,03622-010,77493-000
1211,196859,02712-140,17050-621
1212,196862,16204-061,06053-020
1213,196864,04344-010,29160-270
1214,196868,30710-010,39510-000
1215,196876,37800-000,29176-370
1216,196877,13054-250,06327-270
1217,196885,12090-600,13570-829
1218,196889,14701-550,38779-000
1219,196892,04133-200,04132-002
1220,196893,03622-010,73092-908
1221,196895,41275-124,12305-070
1222,196905,74430-120,32230-500
1223,196917,65913-447,65015-440
1224,196938,35701-004,31950-100
1225,196940,99040-000,90050-321
1226,196947,74430-120,28893-833
1227,196964,03622-010,05775-200
1228,196965,04715-002,18550-000
1229,196976,74430-120,36340-000
1230,196977,03622-010,25710-248
1231,196978,03622-010,13215-660
1232,196981,13800-700,12308-650
1233,196986,05835-005,17050-621
1234,196997,03412-030,13670-000
1235,196998,37500-176,65047-590
1236,197000,74430-120,17050-621
1237,197008,04344-010,36015-370
1238,197019,02959-000,85025-180
1239,197023,71200-035,12050-010
1240,197024,14021-000,01224-030
1241,197026,12090-600,85025-180
1242,197031,91790-042,08610-150
1243,197032,72855-066,78455-000
1244,197034,13800-700,06023-040
1245,197038,30710-010,41830-580
1246,197042,36013-080,27331-270
1247,197043,14405-268,83040-130
1248,197045,15086-010,11800-000
1249,197055,14021-000,07753-040
1250,197058,03047-000,01224-030
1251,197059,03047-000,01224-030
1252,197061,89802-111,47850-000
1253,197069,02552-000,05118-000
1254,197086,22775-113,56516-060
1255,197088,36013-080,52020-035
1256,197089,20930-090,88035-010
1257,197090,14021-000,78049-400
1258,197093,03622-010,39205-000
1259,197100,03622-010,19470-000
1260,197105,13800-700,17539-059
1261,197108,38400-358,39625-000
1262,197109,02552-000,03625-060
1263,197110,03622-010,04782-020
1264,197112,65913-447,82015-000
1265,197118,74430-130,56516-060
1266,197124,04344-010,04367-090
1267,197126,35701-004,18500-000
1268,197128,12010-150,88372-506
1269,197136,02036-011,73070-045
1270,197137,89210-145,85460-000
1271,197150,03047-000,13500-520
1272,197155,03622-010,80020-290
1273,197160,04344-010,23015-230
1274,197164,29163-280,35900-480
1275,197166,74430-120,21720-030
1276,197169,13054-250,35424-000
1277,197170,39480-000,35424-000
1278,197172,03622-010,28895-679
1279,197173,19046-070,15900-000
1280,197182,14701-550,15400-000
1281,197198,84064-250,16305-154
1282,197202,04344-010,85869-295
1283,197205,15086-010,28400-000
1284,197215,04344-010,12244-457
1285,197218,03047-000,01224-030
1286,197221,05835-005,13044-163
1287,197222,04715-002,13044-163
1288,197223,06075-180,17700-000
1289,197229,71200-035,72705-050
1290,197232,74430-120,03066-065
1291,197235,74430-120,25900-177
1292,197238,06075-180,13537-000
1293,197240,39480-000,88353-350
1294,197244,74430-120,06263-010
1295,197245,21011-510,18640-000
1296,197246,74430-120,06263-010
1297,197247,89287-615,06263-010
1298,197248,23073-200,36080-090
1299,197251,14021-000,37582-000
1300,197260,12010-150,62670-000
1301,197261,14701-550,72738-002
1302,197264,71200-035,72705-050
1303,197265,03622-010,72130-700
1304,197275,71200-035,72705-050
1305,197276,71200-035,72705-050
1306,197278,03622-010,04266-030
1307,197280,79170-000,36302-609
1308,197281,74430-120,21931-582
1309,197291,05075-060,14079-319
1310,197298,03526-000,07052-160
1311,197299,71200-035,72705-050
1312,197304,85501-000,12232-200
1313,197305,04344-010,05445-010
1314,197311,14021-000,18035-252
1315,197314,14701-550,15810-095
1316,197315,23073-200,15810-095
1317,197318,18043-003,13205-030
1318,197325,50040-110,68901-347
1319,197327,60015-061,68901-347
1320,197335,14701-550,15054-505
1321,197349,03711-007,29102-912
1322,197359,23073-200,22790-381
1323,197367,99040-000,15900-000
1324,197368,03622-010,82530-290
1325,197369,03989-010,04601-001
1326,197377,23073-200,72270-105
1327,197383,14701-550,28929-330
1328,197384,99040-000,28400-000
1329,197385,74430-130,23020-470
1330,197387,03345-000,89480-000
1331,197391,37800-000,21330-110
1332,197393,37800-000,30570-480
1333,197396,06703-001,07802-200
1334,197412,12010-150,71065-310
1335,197425,14021-000,25520-530
1336,197436,89802-111,25745-071
1337,197439,86490-000,56516-060
1338,197444,12010-150,71990-000
1339,197446,78085-000,04156-000
1340,197480,16204-061,13207-145
1341,197482,03047-000,04310-040
1342,197483,03134-001,50070-070
1343,197484,16204-061,87047-035
1344,197486,03711-007,09380-440
1345,197494,89802-111,25745-071
1346,197521,72007-515,14870-640
1347,197544,12010-150,85250-000
1348,197547,37800-000,45700-000
1349,197548,03622-010,45700-000
1350,197554,23073-200,25655-213
1351,197555,32242-310,25655-213
1352,197561,23073-200,05303-000
1353,197562,03622-010,13420-004
1354,197564,02959-000,43700-000
1355,197567,02959-000,03726-010
1356,197568,81130-000,03726-010
1357,197569,13450-402,04156-000
1358,197570,04715-002,04156-000
1359,197572,23073-200,04156-000
1360,197580,88117-402,05585-010
1361,197581,03134-001,05585-010
1362,197585,89210-145,23545-353
1363,197597,12942-520,01033-000
1364,197598,81920-540,25745-071
1365,197603,03047-000,01224-030
1366,197604,74430-120,01218-012
1367,197607,37800-000,13202-281
1368,197619,71200-035,70746-080
1369,197621,03622-010,22030-002
1370,197622,23073-200,20961-160
1371,197626,04344-010,08840-030
1372,197633,35300-102,03436-000
1373,197634,04344-010,03436-000
1374,197645,74430-130,21931-582
1375,197677,03220-000,69005-040
1376,197678,03989-010,56516-060
1377,197682,74430-120,36600-000
1378,197683,99700-392,96400-075
1379,197689,30710-010,35424-000
1380,197704,37500-176,09180-020
1381,197705,13054-250,32370-160
1382,197706,13054-250,16010-715
1383,197713,03047-000,07857-070
1384,197732,31030-035,89037-000
1385,197733,99025-604,12235-101
1386,197743,14701-550,83508-240
1387,197754,03134-001,89261-001
1388,197761,03622-010,04252-000
1389,197764,03345-000,04156-000
1390,197772,99700-392,35148-000
1391,197792,99700-392,24350-380
1392,197806,03989-010,90130-150
1393,197808,17507-400,90130-150
1394,197815,13631-467,65940-000
1395,197818,78085-000,64002-150
1396,197828,89287-615,37006-020
1397,197832,71200-035,06890-000
1398,197851,71200-035,06890-000
1399,197858,12010-150,68513-400
1400,197880,12010-150,08255-010
1401,197891,15086-010,98770-000
1402,197895,35300-102,30350-180
1403,197915,03047-000,27281-620
1404,197919,06703-001,36038-030
1405,197926,88117-402,56516-060
1406,197942,02712-140,15115-000
1407,197945,04715-002,02232-000
1408,197950,18043-003,24436-660
1409,197958,16204-061,04017-020
1410,197964,79602-020,39620-000
1411,197976,37800-000,28545-000
1412,197983,18043-003,18086-707
1413,197984,13070-752,18081-040
1414,197990,16204-061,70675-608
1415,197993,15086-010,22620-260
1416,197996,03047-000,74223-042
1417,198001,03047-000,29730-000
1418,198004,04378-300,83331-090
1419,198006,31030-035,36790-000
1420,198007,99040-000,68513-400
1421,198009,03134-001,11740-000
1422,198014,03047-000,11630-000
1423,198015,38400-358,22760-400
1424,198017,03622-010,57075-762
1425,198027,16204-061,04613-060
1426,198028,14701-550,04613-060
1427,198035,02552-000,12402-120
1428,198042,09351-090,87704-270
1429,198043,17540-000,87704-270
1430,198044,03989-010,87704-270
1431,198045,99040-000,87704-270
1432,198046,37800-000,87704-270
1433,198049,31030-035,21650-200
1434,198050,37800-000,21650-200
1435,198057,99040-000,25780-000
1436,198058,12010-150,13218-682
1437,198076,13800-700,17512-731
1438,198078,96170-000,85035-300
1439,198086,03989-010,58015-090
1440,198097,15086-010,01043-000
1441,198099,30710-010,37800-000
1442,198109,14405-268,22610-001
1443,198122,17360-000,02124-000
1444,198123,02959-000,31530-530
1445,198130,03134-001,34001-244
1446,198137,23073-200,68513-400
1447,198141,03134-001,24901-000
1448,198143,14701-550,68513-400
1449,198147,14701-550,06352-040
1450,198160,38405-024,39730-000
1451,198162,03047-000,13870-970
1452,198164,03989-010,36013-080
1453,198165,71200-035,21941-915
1454,198175,35300-102,05356-000
1455,198176,82820-090,05356-000
1456,198188,99040-000,95032-765
1457,198193,03622-010,39300-000
1458,198205,65913-447,27943-700
1459,198206,13800-700,09070-010
1460,198207,03622-010,72130-700
1461,198218,03711-007,07243-430
1462,198232,02036-011,08255-010
1463,198246,30580-002,13563-303
1464,198247,12010-150,37010-100
1465,198249,74430-120,74355-468
1466,198253,16204-061,13348-390
1467,198254,14405-268,08441-310
1468,198256,12010-150,37470-000
1469,198261,09190-610,58038-431
1470,198266,12090-600,95030-313
1471,198290,59037-060,57062-530
1472,198292,03711-007,18071-772
1473,198294,12090-600,02115-001
1474,198295,13800-700,04661-100
1475,198297,03047-000,12211-115
1476,198298,03622-010,89291-690
1477,198304,03134-001,09831-410
1478,198313,38405-024,35570-000
1479,198315,59037-060,68513-400
1480,198322,04715-002,05855-250
1481,198330,21011-510,21011-640
1482,198336,14701-550,09831-410
1483,198337,06703-001,09831-410
1484,198338,03989-010,09831-410
1485,198343,13800-700,13973-094
1486,198344,02036-011,03060-020
1487,198351,04715-002,05855-250
1488,198356,82820-090,06509-027
1489,198357,13800-700,06509-027
1490,198364,13800-700,14700-320
1491,198389,09041-420,28030-035
1492,198390,99025-604,04122-000
1493,198407,14405-268,68513-400
1494,198414,38405-024,19770-000
1495,198415,03047-000,89204-430
1496,198417,14701-550,35900-212
1497,198419,14701-550,74215-050
1498,198425,31255-100,94960-090
1499,198428,12010-150,11680-000
1500,198433,31255-100,37650-000
1501,198436,89210-145,84603-420
1502,198437,14701-550,84603-420
1503,198453,03345-000,06053-020
1504,198454,39480-000,30310-530
1505,198456,35701-004,34525-640
1506,198457,31255-100,45600-240
1507,198458,03989-010,07243-430
1508,198469,29164-018,16070-620
1509,198471,99040-000,91160-652
1510,198474,29164-018,20710-090
1511,198478,74430-130,22630-012
1512,198480,03622-010,86030-290
1513,198482,03622-010,13872-077
1514,198486,03134-001,36190-000
1515,198490,03711-007,30180-060
1516,198493,35900-700,39870-000
1517,198500,23073-200,20541-140
1518,198511,86490-000,26375-310
1519,198576,13800-700,05533-000
1520,198587,02036-011,02987-100
1521,198590,15086-010,13568-655
1522,198594,89287-615,89558-000
1523,198599,30710-010,37474-000
1524,198602,03989-010,05551-150
1525,198605,12010-150,18061-230
1526,198608,13800-700,18035-260
1527,198638,15086-010,12530-000
1528,198640,14701-550,07411-750
1529,198646,13800-700,11605-515
1530,198652,32242-310,13183-255
1531,198654,59037-060,32400-366
1532,198667,59780-000,64049-680
1533,198672,81610-040,14500-000
1534,198676,12010-150,26013-330
1535,198678,29164-018,13506-490
1536,198699,12010-150,24344-150
1537,198703,13070-752,13091-580
1538,198709,13800-700,12580-000
1539,198710,88533-000,30730-420
1540,198713,03134-001,05821-050
1541,198729,31030-035,39592-000
1542,198738,74430-120,13084-350
1543,198744,31030-035,45675-000
1544,198748,03622-010,40325-141
1545,198764,03622-010,86076-090
1546,198778,02036-011,78250-000
1547,198779,72007-515,13206-760
1548,198781,03989-010,04428-070
1549,198782,19026-660,69082-110
1550,198792,14701-550,37474-000
1551,198800,81920-540,13340-350
1552,198804,78085-000,21931-582
1553,198811,59037-060,74563-140
1554,198812,74430-120,74563-140
1555,198814,29164-018,69037-545
1556,198815,29313-656,35628-000
1557,198818,74430-120,13040-102
1558,198821,29164-018,39547-000
1559,198861,81730-080,04134-020
1560,198862,82820-090,04134-020
1561,198871,86490-000,17014-270
1562,198888,03047-000,59360-000
1563,198894,12090-600,13457-190
1564,198902,12010-750,28030-035
1565,198912,18043-003,06405-035
1566,198914,74430-120,65091-165
1567,198920,13070-752,03969-000
1568,198931,88533-000,18208-018
1569,198933,15133-272,14960-000
1570,198940,82820-090,68513-400
1571,198941,29164-018,68513-400
1572,198942,20930-090,68513-400
1573,198946,65913-447,12620-000
1574,198951,20930-090,18132-295
1575,198957,31255-100,77790-000
1576,198961,37500-176,28970-000
1577,198963,07131-000,37508-000
1578,198965,03989-010,37508-000
1579,198968,29313-656,05356-000
1580,198975,14021-000,03612-000
1581,198980,40230-680,41680-058
1582,198983,74430-120,13056-468
1583,199001,04378-300,30570-480
1584,199010,29313-656,24350-380
1585,199013,29313-656,45600-240
1586,199024,02721-200,05527-010
1587,199025,02721-200,05527-010
1588,199026,03047-000,01224-030
1589,199027,31255-100,36800-000
1590,199059,88533-000,29193-066
1591,199089,74430-130,54330-640
1592,199090,03989-010,21060-130
1593,199104,09351-090,22780-170
1594,199113,74430-130,30570-480
1595,199126,12010-750,06515-300
1596,199151,03711-007,22710-085
1597,199152,03711-007,13874-222
1598,199153,88352-201,21931-582
1599,199155,03989-010,97800-000
1600,199171,29164-018,21060-130
1601,199186,31030-035,13920-000
1602,199187,85501-000,13920-000
1603,199188,72007-515,13920-000
1604,199190,14701-550,35400-000
1605,199206,74430-120,06016-970
1606,199207,02959-000,13104-132
1607,199208,07180-270,06016-970
1608,199211,79602-020,98980-000
1609,199213,03711-007,79304-020
1610,199218,03220-000,15084-070
1611,199220,37800-000,15084-070
1612,199221,06705-030,15084-070
1613,199222,02959-000,15084-070
1614,199223,20930-090,15084-070
1615,199251,37800-000,27943-450
1616,199252,14701-550,12092-742
1617,199256,31255-100,22745-004
1618,199257,29313-656,22745-004
1619,199269,35900-700,26520-533
1620,199270,14021-000,19816-000
1621,199285,03622-010,01202-000
1622,199289,74430-130,22790-600
1623,199291,85501-000,30575-130
1624,199294,04344-010,04156-000
1625,199305,03622-010,37554-030
1626,199318,13070-752,13331-100
1627,199320,31030-035,22610-380
1628,199332,02721-200,02806-000
1629,199352,82820-090,96075-310
1630,199358,14701-550,08551-347
1631,199363,37800-000,74810-030
1632,199376,13800-700,14811-668
1633,199382,12010-150,12082-720
1634,199385,02721-200,02733-050
1635,199392,03047-000,13347-442
1636,199393,29164-018,29560-000
1637,199400,03622-010,49055-330
1638,199408,15086-010,14500-000
1639,199420,74430-120,50710-375
1640,199421,03622-010,07251-120
1641,199428,15133-272,04102-010
1642,199435,02036-011,29645-000
1643,199437,12090-600,06343-410
1644,199445,89210-145,07181-240
1645,199465,14021-000,14790-000
1646,199477,31255-100,09050-210
1647,199479,31255-100,22785-620
1648,199480,37800-000,22785-620
1649,199490,31255-100,36070-070
1650,199495,20930-090,23931-435
1651,199500,29164-018,08420-550
1652,199501,29164-018,08420-550
1653,199505,35900-700,37778-000
1654,199511,03047-000,01224-030
1655,199515,04378-300,15707-480
1656,199520,31030-035,26700-000
1657,199532,74430-120,79400-000
1658,199533,14701-550,79400-000
1659,199566,38405-024,08633-765
1660,199567,06075-180,08633-765
1661,199570,02721-200,02733-050
1662,199574,02513-020,48900-360
1663,199575,29313-656,48900-360
1664,199583,14405-268,05792-060
1665,199586,88533-000,30730-420
1666,199592,55920-000,23017-120
1667,199609,15086-010,36205-654
1668,199621,03622-010,18800-000
1669,199629,74430-130,05724-005
1670,199641,03711-007,08420-550
1671,199642,12010-150,35640-000
1672,199643,18043-003,14170-720
1673,199646,14701-550,05335-050
1674,199668,89210-145,30570-480
1675,199671,74430-120,24320-570
1676,199672,03711-007,24320-570
1677,199674,74430-120,78050-268
1678,199678,02721-200,05551-150
1679,199679,03345-000,05551-150
1680,199681,29164-018,03931-030
1681,199682,74430-120,03931-030
1682,199684,12010-150,12514-050
1683,199692,98400-000,06755-260
1684,199694,74430-120,37800-000
1685,199701,02721-200,02987-100
1686,199702,99700-392,28625-630
1687,199708,06703-001,02410-020
1688,199723,12010-150,59500-000
1689,199724,96170-000,69311-044
1690,199730,06703-001,03931-030
1691,199741,03526-000,04105-003
1692,199749,04344-010,31060-280
1693,199753,88533-000,06421-060
1694,199754,03989-010,37800-000
1695,199757,14405-268,13456-442
1696,199759,14701-550,06382-110
1697,199762,23073-200,39875-000
1698,199764,09351-090,13573-208
1699,199765,29313-656,13573-208
1700,199783,04344-010,06263-010
1701,199784,13800-700,06263-010
1702,199785,98400-000,92110-000
1703,199791,06703-001,09852-070
1704,199799,29164-018,71909-180
1705,199819,03622-010,13360-000
1706,199820,06703-001,13610-090
1707,199822,14701-550,14030-460
1708,199825,14701-550,05021-001
1709,199827,74430-120,23020-470
1710,199830,20930-090,86802-080
1711,199856,74430-130,79051-000
1712,199857,03622-010,06075-180
1713,199859,18043-003,18707-240
1714,199875,23073-200,28545-000
1715,199876,29313-656,99052-321
1716,199877,72007-515,64004-370
1717,199878,14701-550,84935-000
1718,199881,35701-004,86390-000
1719,199883,15086-010,77015-567
1720,199885,04378-300,79550-000
1721,199889,13970-080,17211-593
1722,199890,74430-120,04543-011
1723,199905,03711-007,13874-222
1724,199914,89287-615,89107-000
1725,199915,74430-130,45350-000
1726,199927,03345-000,05339-005
1727,199931,78785-000,70256-010
1728,199936,12010-750,12600-100
1729,199950,12010-150,74870-330
1730,199951,36013-080,74870-330
1731,199953,06411-150,08340-010
1732,199954,12010-150,85869-270
1733,199996,99040-000,25956-015
1734,200002,03989-010,05422-000
1735,200007,04055-010,13345-705
1736,200023,14701-550,13212-564
1737,200025,02721-200,06463-260
1738,200026,15086-010,16201-008
1739,200034,20930-090,13104-132
1740,200035,02036-011,19064-200
1741,200040,31030-035,75701-970
1742,200041,03047-000,13347-442
1743,200045,03047-000,01224-030
1744,200047,29164-018,07092-080
1745,200062,86490-000,89883-000
1746,200064,74430-130,72002-010
1747,200073,89287-615,39480-000
1748,200097,14701-550,19280-000
1749,200098,03711-007,08420-550
1750,200100,20930-090,26230-530
1751,200108,03134-001,05021-001
1752,200113,03134-001,05409-000
1753,200114,31255-100,05409-000
1754,200121,38400-358,26265-010
1755,200124,31255-100,09111-000
1756,200128,03345-000,15570-000
1757,200133,36013-080,72130-700
1758,200140,72855-066,77404-060
1759,200142,12010-150,74870-330
1760,200147,31255-100,47600-000
1761,200148,35900-700,47600-000
1762,200152,13800-700,14787-040
1763,200160,18043-003,07942-220
1764,200167,29313-656,37552-005
1765,200170,74430-120,72210-083
1766,200173,13405-230,68940-000
1767,200175,29164-018,29176-370
1768,200177,12010-150,13295-000
1769,200178,74430-120,91120-300
1770,200179,03711-007,91120-300
1771,200182,06075-180,25260-410
1772,200183,38400-358,25260-410
1773,200184,37800-000,25260-410
1774,200188,06075-180,22765-240
1775,200192,82820-090,80240-000
1776,200208,12010-150,28923-230
1777,200209,39480-000,28923-230
1778,200217,31255-100,09111-000
1779,200219,99025-604,20750-320
1780,200221,79602-020,13295-000
1781,200231,04133-200,04726-230
1782,200243,13800-700,13252-579
1783,200250,13800-700,13211-050
1784,200257,71200-035,09180-020
1785,200284,74430-120,04533-000
1786,200285,03526-000,04533-000
1787,200286,31030-035,39205-000
1788,200306,13424-170,13475-190
1789,200312,85501-000,02050-000
1790,200317,04456-142,85819-520
1791,200322,74430-130,29101-210
1792,200323,06411-150,47730-000
1793,200355,89210-145,35162-189
1794,200358,04344-010,01427-001
1795,200359,72007-515,13451-174
1796,200367,06411-150,20011-901
1797,200377,06411-150,31980-670
1798,200380,74430-120,42850-000
1799,200410,74430-120,26013-240
1800,200413,03622-010,02410-020
1801,200440,03134-001,06803-906
1802,200441,60015-061,13477-580
1803,200445,09351-090,11676-029
1804,200456,12010-150,06421-060
1805,200459,12090-600,06421-060
1806,200460,12942-520,06421-060
