,id do pedido,Origem,Destino
2682,193074,31030-035,12460-000
2683,193276,29313-656,13083-970
2684,193281,12010-150,20271-290
2685,193333,03622-010,85854-000
2686,193426,03622-010,28896-019
2687,193464,04160-120,29312-527
2688,193615,03622-010,36035-130
2689,193628,12010-150,20740-030
2690,193629,99150-000,13412-260
2691,193693,37800-000,06764-040
2692,193723,35701-004,12570-000
2693,193885,29313-656,27600-000
2694,193894,14701-550,93280-280
2695,193920,39480-000,05422-000
2696,194027,39480-000,06310-160
2697,194079,31255-100,14010-080
2698,194211,03622-010,29302-010
2699,194251,03622-010,89790-000
2700,194311,06075-180,89809-545
2701,194332,99700-392,06126-120
2702,194336,29313-656,25957-025
2703,194345,99700-392,06126-120
2704,194392,19800-130,32450-000
2705,194623,03622-010,96030-002
2706,194944,09351-090,36774-170
2707,195010,04715-002,89896-000
2708,195033,03989-010,39400-186
2709,195206,29164-018,36035-300
2710,195238,12010-150,79170-000
2711,195311,19010-032,72640-006
2712,195336,29313-656,09414-200
2713,195351,04344-010,85960-000
2714,195478,14701-550,25710-165
2715,195569,12010-150,86400-000
2716,195694,13403-000,98200-000
2717,195739,03134-001,29590-000
2718,195829,29164-018,35300-074
2719,195848,03622-010,36025-020
2720,195928,12010-150,90050-030
2721,195929,12010-150,90050-030
2722,195932,12010-150,90050-030
2723,195933,12010-150,90050-030
2724,195989,03622-010,75513-030
2725,195999,12010-150,24901-425
2726,196002,06075-180,88801-670
2727,196023,12010-150,89600-000
2728,196047,03622-010,95010-680
2729,196111,12010-150,88801-670
2730,196119,12010-150,81925-450
2731,196172,03622-010,38414-420
2732,196370,03711-007,99800-000
2733,196427,04344-010,29301-610
2734,196581,12010-150,85730-000
2735,196705,03622-010,97050-100
2736,196716,04344-010,27910-210
2737,196775,14701-550,26221-180
2738,196780,04715-002,95520-000
2739,196795,14701-550,84200-000
2740,196823,09351-090,27553-000
2741,196943,14405-268,29390-000
2742,197323,14701-550,25211-240
2743,197343,09351-090,35059-690
2744,197451,12010-150,20961-160
2745,197524,12090-600,39401-445
2746,197540,12010-150,89370-000
2747,197781,06075-180,88806-808
2748,197995,14701-550,79170-000
2749,198084,14701-550,99074-360
2750,198112,35900-700,04144-070
2751,198159,04715-002,35380-000
2752,198326,03622-010,36415-000
2753,198429,14701-550,38320-000
2754,198663,12010-150,35300-145
2755,198697,03622-010,39100-000
2756,198767,19800-130,35400-000
2757,198791,19800-130,28909-530
2758,198813,12010-150,38017-330
2759,198875,03047-000,97800-000
2760,199170,37800-000,25685-231
2761,199354,02721-200,39440-000
2762,199548,37800-000,24812-086
2763,199550,37800-000,24812-086
2764,199596,12010-150,20910-061
2765,199689,37800-000,71884-522
2766,199926,14701-550,39530-000
2767,200015,99700-392,02081-000
2768,200063,37800-000,12610-290
2769,200094,06075-180,23937-090
2770,200300,02721-200,23811-533
2771,200301,37800-000,24430-150
2772,200303,37800-000,20740-030
2773,200415,04344-010,28300-000
2774,200418,96170-000,88058-485
2775,200419,14405-268,95575-000
2776,200421,04715-002,83750-000
2777,200521,12010-150,80810-000
2778,200533,04715-002,29304-395
2779,200592,12010-150,92200-700
2780,200653,37800-000,22775-060
2781,200735,35701-004,16052-471
2782,200767,38020-430,12236-420
2783,200839,13360-000,88220-000
2784,201127,37500-176,22020-002
2785,201182,12010-150,25071-181
2786,201239,12010-150,89809-545
2787,201253,12010-150,29135-413
2788,201295,35900-700,20961-050
2789,201451,09351-090,39510-000
2790,201612,12010-150,84460-000
2791,201668,04715-002,36700-000
2792,202352,72007-515,36035-300
2793,202381,23073-200,18285-000
2794,202434,12010-150,94960862
2795,202591,19800-130,22790-735
2796,202621,12010-150,36035-300
2797,202691,14701-550,37484-000
2798,202719,14701-550,35030-280
2799,202723,04715-002,88400000
2800,202914,04715-002,37484-000
2801,203236,12010-150,37975000
2802,203529,12010-150,21645420
2803,203585,13360-000,37578-000
2804,203630,04344-010,35669-000
2805,203777,03047-000,83215-000
2806,203824,03989-010,86050-464
2807,203856,14405-268,35430196
2808,204130,12010-150,22730-541
2809,204269,35701-004,28915410
2810,204271,14701-550,29560-000
2811,204292,38400-358,20940-070
2812,204325,12010-150,79113-090
2813,204342,03711-007,23811-533
2814,204426,03622-010,37901-240
2815,204474,38400-358,12580-000
2816,204580,13101-150,96570-000
2817,204693,03047-000,27510-110
2818,204713,03622-010,36035-300
2819,204785,12010-150,33820-110
2820,204952,38405-024,72241-113
2821,205039,89900-000,14170-000
2822,205192,04344-010,75709-220
2823,205220,37800-000,05761-280
2824,205321,06343-510,37570-000
2825,205681,19800-130,81720-000
2826,205915,14701-550,89820-000
2827,199912,88117-402,88040-600
2828,193690,02552-000,06764-040
2829,197158,12010-150,13560-320
2830,195223,99700-392,94440-192
2831,201554,78890-000,78115-908
2832,192585,12010-150,97200-000
2833,193111,89802-111,82410-530
2834,193116,29313-656,86300-000
2835,193134,04344-010,88309-670
2836,193240,29313-656,39650-000
2837,193329,98400-000,09951-110
2838,193433,12010-150,36955-000
2839,193473,13360-000,84460-000
2840,193474,91790-042,84460-000
2841,194078,29164-018,14010-080
2842,194335,96170-000,13505-492
2843,194362,88117-402,18720-000
2844,194470,14701-550,25745-071
2845,194881,13209-430,89068-250
2846,194969,02721-200,95058-510
2847,195239,12010-150,79170-000
2848,195384,29313-656,22220-040
2849,195508,39480-000,20031-040
2850,195511,12010-150,20031-040
2851,195674,96170-000,12235-620
2852,195789,31255-100,23914-275
2853,195971,12010-150,24430-150
2854,195974,12010-150,24430-150
2855,195987,29313-656,25640-322
2856,196215,12010-150,29960-000
2857,196281,14405-268,71503-511
2858,196421,14405-268,97035-280
2859,196886,12010-150,79170-000
2860,196948,04715-002,85015-390
2861,197355,12010-150,98465-000
2862,197381,12010-150,96211-410
2863,197522,14405-268,36950-000
2864,197623,13054-250,96570-000
2865,197829,78085-000,79170-000
2866,198255,37800-000,18706-290
2867,198369,02721-200,35010-180
2868,198452,96170-000,11420-010
2869,198465,02721-200,85810-030
2870,198742,12010-150,39538-000
2871,199121,37800-000,12490-000
2872,199313,04715-002,87360-000
2873,199405,82820-090,15013-270
2874,199634,29313-656,08420-550
2875,200363,02721-200,35045-000
2876,200633,13405-230,36016-311
2877,200712,12010-150,37640-000
2878,200868,19800-130,97760-000
2879,200970,12010-150,84460-000
2880,201477,12010-150,84460-000
2881,205543,14701-550,36035-300
2882,197712,06705-030,26291-383
2883,195265,12010-150,21361-140
2884,193200,99700-392,82600-030
2885,193358,23073-200,86075-000
2886,193476,14405-268,22745-150
2887,193531,12010-150,30870-100
2888,193611,14405-268,36980-000
2889,193763,29313-656,11030-570
2890,193909,14701-550,84036-140
2891,194662,29313-656,22775-045
2892,194821,03989-010,86150-000
2893,195102,12010-150,90050-030
2894,195157,12010-150,35162-421
2895,195174,82820-090,15900-000
2896,195288,35900-700,03666-060
2897,195347,86490-000,08616-770
2898,195405,12010-150,90050-030
2899,195447,12010-150,90050-030
2900,195451,12010-150,90050-030
2901,195486,06703-001,35680-032
2902,195519,12010-150,20031-040
2903,195520,12010-150,20031-040
2904,195600,12010-150,20031-040
2905,195698,03622-010,36035-300
2906,195835,35701-004,11920-000
2907,195881,12010-150,90050-030
2908,196048,23073-200,86850-000
2909,196096,99040-000,13088-658
2910,196183,03622-010,89190-000
2911,196456,96170-000,08717-310
2912,196506,99040-000,13088-658
2913,196662,12010-150,90050-030
2914,196664,12010-150,90050-030
2915,196758,14405-268,88048-417
2916,197386,03711-007,28894-315
2917,197916,18043-003,85903-400
2918,197985,13405-230,39150-000
2919,198126,12010-150,32675-462
2920,198136,92120-140,15720-000
2921,198451,12010-150,37120-000
2922,198494,99025-604,18075-610
2923,198508,12010-150,84460-000
2924,198664,96170-000,15013-000
2925,198768,04715-002,36420-000
2926,199054,12010-150,84460-000
2927,199530,02721-200,96570-000
2928,199665,03989-010,96490-000
2929,199812,02721-200,28896-049
2930,199913,12010-150,28740-000
2931,200753,03134-001,84460-000
2932,200990,14405-268,24070-000
2933,201170,23073-200,13565-080
2934,201193,96170-000,11712-540
2935,202096,12010-150,89221-301
2936,202102,14405-268,23040-410
2937,202129,37800-000,21920-080
2938,202171,12010-150,90050-030
2939,202531,99700-392,04318-050
2940,202887,12010-150,96745000
2941,202937,14701-550,88113-850
2942,203205,03047-000,28640-000
2943,203496,12010-150,21931-582
2944,203827,99700-392,18087200
2945,203869,99040-000,09850360
2946,203935,09540-030,79823-370
2947,203997,72007-515,75701-970
2948,204293,12010-150,20940-070
2949,204615,29313-656,36035-300
2950,204651,37800-000,28010-140
2951,205089,72007-515,38500-000
2952,198220,82820-090,06080-200
2953,204315,13403-000,16300-015
2954,196193,12010-150,89275-000
2955,192888,12010-150,04304-010
2956,195393,04715-002,13844-357
2957,198115,14701-550,02232-000
2958,200680,04715-002,89036-640
2959,193683,35900-700,34007-000
2960,204120,03622-010,31010-220
2961,201429,37800-000,28610-974
2962,194487,31255-100,24415-505
2963,197835,12010-150,83040-130
2964,196677,03622-010,16200-253
2965,193469,03134-001,22745-271
2966,192922,12010-150,18145-342
2967,192652,03622-010,90050-030
2968,193427,82820-090,09560-580
2969,195361,90650-002,80730-000
2970,195603,04344-010,82530-330
2971,199154,35701-004,24812-086
2972,200417,04344-010,88058-485
2973,203594,02036-011,88131-290
2974,204396,13101-150,25212-390
2975,200444,92120-140,97940-000
2976,195481,04715-002,21930-480
2977,204161,03989-010,13170-741
2978,197476,04715-002,29156-322
2979,194736,32242-310,18080-000
2980,198258,06075-180,13537-000
2981,192666,03622-010,54430-090
2982,193096,03622-010,51130-180
2983,193592,74430-130,13178-350
2984,194210,74430-130,21351-021
2985,194475,03622-010,52060-340
2986,195013,74430-130,08577-640
2987,195801,74430-120,24210-405
2988,195912,74430-130,13485-346
2989,196207,74430-120,22743-052
2990,196282,74430-120,21843-030
2991,196351,04344-010,50050-540
2992,197064,04344-010,53130-440
2993,199114,74430-120,20720-294
2994,199409,74430-120,03889-100
2995,199568,74430-120,20021-060
2996,199571,74430-120,08593-120
2997,199922,03622-010,53413-030
2998,200058,74430-120,08740-040
2999,200190,74430-120,24812-086
3000,200252,74430-120,21843-030
3001,200348,74430-120,24812-086
3002,200349,74430-120,24812-086
3003,200736,04715-002,66615-160
3004,201161,74430-120,24421-300
3005,201293,74430-120,22020-002
3006,201363,74430-120,24421-300
3007,201431,74430-120,24421-300
3008,201623,74430-130,22220-030
3009,201665,74430-120,24421-300
3010,201667,74430-120,24421-300
3011,203018,74430-120,21241-100
3012,203059,74430-120,24421-300
3013,203063,74430-120,24421-300
3014,203571,91790-042,79052-564
3015,204291,40230-680,20940-070
3016,204863,74430-030,06315-250
3017,200011,30421-284,38740-182
3018,194535,89802-111,06429-970
3019,203020,89900-000,96212-630
3020,204622,31565-370,28623-260
3021,192593,04715-002,42809-400
3022,192842,82820-090,23035-290
3023,193091,78085-000,72215-079
3024,193779,79004-430,31570-010
3025,193960,72252-098,04543-000
3026,195225,23073-200,94440-192
3027,195400,82820-090,21350-220
3028,195534,79004-430,22610-380
3029,198790,74430-130,32676-044
3030,193130,37500-176,35500-017
3031,196060,03989-010,28890-630
3032,192640,13405-230,14170-720
3033,194749,74430-120,23070-020
3034,194751,74430-120,23070-020
3035,196041,74430-130,20551-070
3036,196120,78085-000,81925-450
3037,196354,74430-120,26433-270
3038,196475,04715-002,67113-330
3039,196476,09351-090,67113-330
3040,196582,04715-002,53130-270
3041,197145,74430-130,24241-000
3042,197231,74430-130,03066-065
3043,198570,74430-130,05093-040
3044,198797,74430-130,08420-550
3045,199431,04715-002,54450-015
3046,201038,74430-120,24421-300
3047,201666,74430-120,24421-300
3048,203459,04715-002,60874690
3049,198932,15133-272,04102-010
3050,197822,02552-000,13973-094
3051,198734,03047-000,88508-190
3052,200055,04715-002,79044-140
3053,199725,92120-140,23550-351
3054,194842,03622-010,96570-000
3055,194581,12010-150,03666-060
3056,195778,12010-150,04543-000
3057,206022,03345-000,01322-010
3058,193020,31030-035,03968-030
3059,193540,03532-040,22631-000
3060,193815,31255-100,09781-020
3061,193886,35701-004,07230-260
3062,196816,03711-007,74593-250
3063,197074,04344-010,79045-510
3064,198449,04715-002,81110-520
3065,202101,04715-002,23040-410
3066,202226,04715-002,26521-490
3067,202664,13101-150,21341-030
3068,203156,04715-002,72302251
3069,203362,13301-909,26051-010
3070,198052,06703-001,29146-430
3071,202766,72007-515,83560-000
3072,200971,09351-090,21341-040
3073,192548,35701-004,90050-030
3074,193527,50630-000,30870-100
3075,193575,23073-200,49100-000
3076,193593,74430-130,09920-170
3077,194171,04344-010,77006-486
3078,194755,74430-120,18081-230
3079,195404,35701-004,90050-030
3080,195473,04715-002,53130-540
3081,198722,35701-004,90050-030
3082,199185,74430-120,13418-050
3083,199230,02721-200,52081-695
3084,199669,74430-120,02514-050
3085,200370,23073-200,49100-000
3086,200847,74430-120,24430-150
3087,200916,74430-130,26550-200
3088,201859,74430-120,12236-420
3089,202208,74430-120,05396-070
3090,203294,74430-120,22723-392
3091,204294,74430-030,20940-070
3092,194633,06703-001,31170-200
3093,193296,40230-680,48700-000
3094,193832,15130-025,05157-030
3095,197684,09220-510,19500-000
3096,193457,74430-130,12308-650
3097,193193,18043-003,02929-000
3098,195483,03526-000,19840-000
3099,195822,29164-018,06310-160
3100,196268,29164-018,83324-380
3101,198080,03622-010,91170-680
3102,198643,04378-300,33115-250
3103,200665,03622-010,31340-250
3104,199175,99700-392,97095-040
3105,198998,31255-100,35420-000
3106,195085,13405-230,12941-606
3107,192523,86490-000,37505-108
3108,192755,03134-001,44572-030
3109,193270,89900-000,32145-900
3110,193479,92120-140,25975-390
3111,194129,89802-111,37370-000
3112,194486,03622-010,44085-370
3113,194661,19800-130,44940-000
3114,194748,37800-000,44790-000
3115,195240,37800-000,79170-000
3116,195466,37800-000,45653-560
3117,195682,29313-656,88311-021
3118,195696,96170-000,36035-300
3119,195772,29313-656,46900-000
3120,195940,79990-000,89820-000
3121,195966,31255-100,88801-670
3122,195993,37800-000,75513-030
3123,196239,74430-120,35900-480
3124,196278,99700-392,21341-370
3125,196369,03711-007,78310-000
3126,196936,74430-130,35590-000
3127,196993,79602-020,37701-222
3128,197191,99700-392,36580-000
3129,197722,72007-515,23811-533
3130,197831,79170-000,75513-030
3131,198062,04715-002,48180-000
3132,198090,72007-515,18520-000
3133,198698,74430-120,39100-000
3134,198715,04344-010,78455-000
3135,198976,06463-170,46430-000
3136,199087,03989-010,44715-000
3137,199371,37800-000,79034-600
3138,199496,13360-000,44032-344
3139,199811,89900-000,28896-049
3140,199828,12010-150,44690-000
3141,199939,79990-000,86410-000
3142,199952,79990-000,13108-048
3143,200104,79990-000,38320-000
3144,200915,85501-000,21931-243
3145,201194,37800-000,79008-410
3146,201195,37800-000,79008-410
3147,201206,12010-150,40830-450
3148,201287,81920-540,28909-530
3149,201360,99700-392,24421-300
3150,201527,98400-000,35430-286
3151,201629,96170-000,28230-000
3152,201638,74430-120,36420-000
3153,201781,96170-000,22411-040
3154,202416,85501-000,21930-376
3155,202905,96170-000,35660084
3156,203040,79602-020,22250040
3157,203171,17507-400,45650-800
3158,203174,06075-180,48850-000
3159,203274,30421-284,29946-570
3160,203687,36013-080,44002-418
3161,203875,37800-000,44190-000
3162,203877,03622-010,48850-000
3163,204164,79004-430,89167-410
3164,204320,03622-010,45530-000
3165,204919,31255-100,47800-240
3166,205137,37800-000,44710-000
3167,205538,37800-000,89820-000
3168,205677,79602-020,06720485
3169,206161,79602-020,24921720
3170,206256,74430-130,36080-001
3171,203677,04344-010,72543-406
3172,203723,04715-002,14730-000
3173,204296,13403-000,13870-060
3174,195395,03047-000,29090-750
3175,192832,12010-150,18520-000
3176,203987,29313-656,11667-690
3177,200578,06705-030,88058-020
3178,194957,74430-120,30380-252
3179,195036,81130-000,35702-056
3180,198647,71200-035,06086-170
3181,199717,92120-140,24430-150
3182,199770,92120-140,26293-342
3183,201402,72007-515,04088-001
3184,193364,99700-392,96170-000
3185,203438,37800-000,31330-572
3186,192689,04715-002,06509-027
3187,193555,29164-018,30310-630
3188,198959,15133-272,17030-741
3189,196901,14701-550,13098-401
3190,200542,74430-120,75650-000
3191,193278,96170-000,38705-116
3192,193947,13403-000,46900-000
3193,194473,29313-656,93700-000
3194,194483,91790-042,28545-000
3195,194645,29313-656,41720-000
3196,196933,14405-268,47820-000
3197,197062,99700-392,35112-000
3198,197259,03989-010,44715-000
3199,197759,37800-000,47600-000
3200,198331,79602-020,35148-000
3201,198583,31030-035,88220-000
3202,199284,31030-035,84285-000
3203,199430,04344-010,48460-000
3204,199558,74430-130,37590-000
3205,199656,98400-000,24110-002
3206,200056,82820-090,36950-000
3207,200239,82820-090,37420-000
3208,201137,79602-020,13425-107
3209,201453,14405-268,40020-210
3210,202359,37800-000,88220-000
3211,202619,85501-000,36035-300
3212,203360,79400-000,22080-046
3213,204052,90650-002,38240-000
3214,204352,99040-000,25011445
3215,206122,85501-000,36420-000
3216,195533,02721-200,22610-380
3217,194609,03622-010,22611-190
3218,197782,06705-030,24350-380
3219,192606,03989-010,85260-000
3220,192618,14701-550,80240-000
3221,192627,29313-656,27325-800
3222,192629,29313-656,86704-505
3223,192631,16204-061,97070-160
3224,192677,04160-120,29312-527
3225,192681,14701-550,30575-080
3226,192682,13403-000,86160-000
3227,192759,96170-000,13468-490
3228,192769,99700-392,12120-000
3229,192772,40230-680,57500-000
3230,192786,29313-656,87030-020
3231,192807,14701-550,21361-070
3232,192829,03989-010,35960-000
3233,192865,35300-102,21220-301
3234,192901,03622-010,39495-000
3235,193147,99700-392,13485-204
3236,193148,12010-150,30330-900
3237,193188,12010-150,23035-290
3238,193226,14701-550,35900-480
3239,193232,12010-150,90050-030
3240,193245,12010-150,99500-000
3241,193257,12010-150,76200-000
3242,193356,29313-656,07020-321
3243,193384,18043-003,36800-000
3244,193391,03711-007,36800-000
3245,193570,99700-392,08230-701
3246,193610,23073-200,36980-000
3247,193630,02721-200,37775-000
3248,193818,29313-656,19013-440
3249,194239,12010-150,90050-030
3250,194364,14701-550,22793-261
3251,194441,29313-656,08210-780
3252,194812,03989-010,29450-000
3253,194817,39480-000,19110-017
3254,195200,37800-000,21755-380
3255,195438,29313-656,20540-370
3256,195679,99040-000,13088-658
3257,195747,29164-018,39401-346
3258,195777,03622-010,28055-260
3259,195871,13405-230,89609-000
3260,195992,29313-656,09844-115
3261,196022,04715-002,38031-150
3262,196279,12010-150,79170-000
3263,196564,99040-000,16403-015
3264,196717,12010-150,35500-007
3265,196747,99040-000,88048-417
3266,196748,12010-150,88048-417
3267,196869,14701-550,39510-000
3268,196949,12010-150,88240-000
3269,197153,99040-000,12231-811
3270,197579,37800-000,11086-400
3271,197890,96170-000,08255-010
3272,197918,13405-230,36038-030
3273,198360,37800-000,13418-050
3274,198506,88117-402,85935-000
3275,198604,92120-140,15900-000
3276,198606,04344-010,36025-020
3277,199033,04715-002,37440-000
3278,199389,14085-620,20961-160
3279,199521,99040-000,88053-135
3280,199561,99025-604,88040-600
3281,200000,07180-270,86610-000
3282,200272,12010-150,37470-000
3283,200274,04344-010,38303-000
3284,200727,14701-550,20940-070
3285,200790,14701-550,72811-050
3286,201011,04715-002,99840-000
3287,201052,04715-002,98802-400
3288,201399,03989-010,35400-000
3289,201656,06298-000,28907-350
3290,202154,37800-000,13310-335
3291,202306,12010-150,90050-030
3292,202432,35900-700,18110-140
3293,202533,12010-150,33170050
3294,202960,12010-150,74530-010
3295,203075,12010-150,97760000
3296,203118,04715-002,88960-000
3297,203326,14701-550,72546-704
3298,203363,29313-656,26051-010
3299,203650,81070-000,88802-240
3300,203671,12010-150,89172-000
3301,204367,99700-392,08566-000
3302,204571,88533-000,15170-000
3303,204790,91790-042,85807-090
3304,205447,14701-550,28909-530
3305,195731,04344-010,24937-340
3306,201351,99700-392,96015-590
3307,197402,03989-010,34710-210
3308,193212,29313-656,37701-171
3309,193402,14405-268,36800-000
3310,194142,12010-150,90050-030
3311,198721,12010-150,90050-030
3312,192494,09351-090,57074-050
3313,193061,04344-010,49100-000
3314,193320,78085-000,12308-650
3315,193413,03622-010,59152-822
3316,193488,74430-120,49035-740
3317,193599,35701-004,57062-590
3318,194154,04715-002,64002-150
3319,194367,09351-090,49060-630
3320,194643,74430-130,90850-000
3321,194862,35701-004,65130-000
3322,194917,03622-010,49037-460
3323,195360,74430-130,90520-590
3324,195821,03622-010,49045-250
3325,196118,74430-120,81925-450
3326,196715,09351-090,57038-150
3327,197472,31030-035,65058-284
3328,197528,35701-004,52080-681
3329,197848,74430-120,92025-840
3330,198011,04344-010,76821-132
3331,198133,03622-010,59104-260
3332,198671,04715-002,57073-216
3333,198673,74430-120,57073-216
3334,198993,74430-130,82560-440
3335,199700,03047-000,57025-500
3336,200422,04344-010,69038-060
3337,202800,74430-120,88032-005
3338,203604,06463-170,64002-150
3339,204270,74430-030,58041-070
3340,204921,13209-430,64052-468
3341,205270,13209-430,64052-468
3342,193124,03622-010,66040-273
3343,203909,13800-700,18052-160
3344,203619,12010-150,37701-289
3345,193908,14701-550,35410-000
3346,200526,37500-176,08660-100
3347,192690,88117-402,06509-027
3348,200707,35701-004,22775-060
3349,194157,03622-010,90050-030
3350,203474,02552-000,06263-010
3351,203475,02552-000,06263-010
3352,204319,05075-060,02377-000
3353,204323,03526-000,02377-000
3354,204389,03622-010,04318-050
3355,204629,23073-200,20011-901
3356,195349,29164-018,08616-770
3357,198972,31255-100,11667-690
3358,193491,89600-000,98787-460
3359,199562,92120-140,90050-030
3360,200207,92120-140,90050-030
3361,192497,91790-042,23931-435
3362,192518,79990-000,37517-000
3363,193367,79990-000,24754-166
3364,193381,88117-402,35350-000
3365,193595,29313-656,99500-000
3366,194346,29313-656,99500-000
3367,194467,12010-150,45530-000
3368,194482,29313-656,96070-272
3369,194910,74430-120,35330-000
3370,195914,74430-120,35500-509
3371,196598,82820-090,28894-330
3372,196806,96170-000,30535-670
3373,196934,04344-010,47820-000
3374,197552,12010-150,47100-000
3375,198319,37800-000,84285-000
3376,198854,82820-090,36600-000
3377,199940,85501-000,36510-000
3378,200242,74430-120,36016-380
3379,200748,23073-200,96212-630
3380,201355,37800-000,39430-000
3381,201654,12010-150,78043-395
3382,202451,37800-000,81530-110
3383,203292,79602-020,22723-392
3384,193176,96170-000,11610-627
3385,194111,12010-150,86020-430
3386,196779,12010-150,06823-410
3387,192603,82820-090,96230-000
3388,194269,03047-000,39670-000
3389,196352,03711-007,09434-500
3390,199381,15133-272,12082-720
3391,193378,02721-200,65058-016
3392,193589,31030-035,57062-590
3393,194464,03622-010,49035-740
3394,194836,74430-120,41950-870
3395,195196,78085-000,90050-030
3396,195197,78085-000,90050-030
3397,195883,78085-000,90050-030
3398,195884,78085-000,90050-030
3399,195913,74430-130,49035-360
3400,195969,78085-000,24430-150
3401,196108,04715-002,65130-000
3402,196243,78085-000,90050-030
3403,196244,78085-000,90050-030
3404,199164,74430-120,49035-740
3405,199908,74430-120,60450-665
3406,203686,30421-284,77006-050
3407,204553,74070-150,44470-000
3408,204554,74430-030,44470-000
3409,195756,86490-000,36400-000
3410,202622,37800-000,36035-300
3411,202040,02552-000,11680-000
3412,198760,03622-010,28360-000
3413,193428,74430-130,71916-750
3414,192882,04344-010,99250-000
3415,196729,14405-268,15900-000
3416,203265,15086-010,37218-000
3417,202949,74430-120,71919-180
3418,200131,74430-120,72210-083
3419,192580,74430-130,64016-435
3420,193487,03622-010,49035-740
3421,194235,74430-120,81280-270
3422,194268,35701-004,57062-590
3423,194605,04715-002,64053-670
3424,194822,74430-120,65130-000
3425,195411,78085-000,13088-658
3426,195680,78085-000,13088-658
3427,196015,78085-000,13088-658
3428,196069,02721-200,65058-284
3429,197823,78085-000,90050-030
3430,198148,74430-130,29216-705
3431,199560,74430-120,88040-600
3432,202583,74430-120,49100-000
3433,202677,74430-120,49100-000
3434,202710,74430-120,60410-470
3435,203971,74430-030,66610-600
3436,193702,12010-150,90050-030
3437,196371,86490-000,14730-000
3438,200039,12010-150,13973-115
3439,203330,04344-010,79037-072
3440,202708,74430-120,60410-470
3441,200426,29164-018,30320-050
3442,194686,82820-090,06405-035
3443,203611,04344-010,25035-090
3444,203032,35701-004,37820000
3445,199350,89802-111,85660-000
3446,200402,89802-111,85660-000
3447,202024,35701-004,12071-670
3448,203975,02552-000,13563-120
3449,194537,35701-004,90050-030
3450,194538,35701-004,90050-030
3451,194539,35701-004,90050-030
3452,194540,35701-004,90050-030
3453,194541,35701-004,90050-030
3454,194542,35701-004,90050-030
3455,194543,35701-004,90050-030
3456,194544,35701-004,90050-030
3457,194986,35701-004,90050-030
3458,197612,50630-000,31530-530
3459,197817,74430-130,21941-915
3460,199022,71200-035,64046-455
3461,199455,74430-120,06310-160
3462,200910,74430-120,08744-210
3463,202351,35701-004,90050-030
3464,203217,74430-130,07190-010
3465,203467,41275-124,26293-342
3466,192803,12010-150,37410-000
3467,203602,71225-542,21021-430
3468,198725,03989-010,22730-180
3469,192636,99700-392,04676-030
3470,195744,14021-000,07753-040
3471,193357,88117-402,70336-020
3472,193421,88117-402,70336-020
3473,198990,29313-656,25946-328
3474,193484,04715-002,08080-180
3475,202022,80220-031,85065-170
3476,194982,04344-010,07243-430
3477,195028,31255-100,26115-200
3478,197114,12010-150,18611-785
3479,192493,03622-010,68022-118
3480,192551,06343-510,56520-000
3481,192967,74430-120,15285-000
3482,194034,74430-120,23931-435
3483,194457,74430-120,28545-000
3484,194514,14701-550,68625-370
3485,194903,04344-010,55291-250
3486,195582,06343-510,55500-000
3487,196509,12010-150,52080-681
3488,196822,74430-130,27553-000
3489,198348,49400-000,39735-000
3490,198911,14701-550,77415-470
3491,198945,19010-032,53130-420
3492,199298,74430-120,12514-080
3493,199541,74430-120,17050-621
3494,199981,06705-030,68610-000
3495,200141,13405-230,77404-060
3496,200425,89803-000,29185-000
3497,200705,37800-000,98920-000
3498,200908,03989-010,56870-000
3499,201529,12010-150,60455-450
3500,201597,74430-120,28545-000
3501,201598,74430-120,28545-000
3502,202724,74430-120,14071-440
3503,202903,03622-010,55700-000
3504,203098,13101-150,56870-000
3505,203142,06343-510,77816-250
3506,203325,74430-120,28545-000
3507,203395,88533-000,71926-500
3508,203478,78085-000,77809-040
3509,204324,38400-358,96212-630
3510,205276,03622-010,62430-000
3511,206075,14701-550,62380-000
3512,196878,12010-150,90050-030
3513,202395,85501-000,90050-030
3514,203392,03047-000,89683-000
3515,203587,04715-002,22763-197
3516,199920,30421-284,75140-592
3517,194453,03622-010,36404-033
3518,201365,37800-000,24421-300
3519,196159,02552-000,17050-621
3520,199388,30421-284,36880-212
3521,196584,04715-002,18190-000
3522,193039,74430-130,77415-500
3523,193062,03532-040,96205-030
3524,193541,99700-392,13485-204
3525,194455,14701-550,79037-072
3526,194456,12010-150,79037-072
3527,194668,99040-000,07243-430
3528,195255,29164-018,11704-150
3529,195707,59037-060,08142-240
3530,196560,35701-004,59076-200
3531,196607,99040-000,16403-015
3532,197141,03134-001,96880-000
3533,197308,35701-004,64001-340
3534,197987,12010-150,96212-630
3535,198889,04344-010,85301-190
3536,198995,12010-150,28895-142
3537,199584,06463-170,89295-000
3538,200437,29163-280,18271-712
3539,200442,14701-550,85935-000
3540,200763,02959-000,69312-198
3541,200912,03134-001,69911-462
3542,201616,12010-150,84460-000
3543,203563,12010-150,70855-100
3544,198855,02552-000,12929-169
3545,192517,74430-120,18540-000
3546,194029,79004-430,99500-000
3547,195584,14701-550,54230-011
3548,196160,74430-120,27916-150
3549,196937,74430-130,26900-000
3550,197063,35701-004,95305-000
3551,199007,37800-000,94100-140
3552,199214,79004-430,96212-630
3553,199292,74430-120,18270-840
3554,199470,04715-002,63500-595
3555,199636,74430-120,23900-490
3556,200078,31255-100,95770-000
