,Unnamed: 0,id do pedido,Origem,Destino,Distancia
2201,2201,202825,14021-000,37582-000,287126.5
2202,2202,202831,02513-020,09071-110,23951.0
2203,2203,202840,71200-049,24120-110,1168369.5
2204,2204,202845,88533-000,87083-330,749706.5
2205,2205,202846,31255-100,87083-330,1195368.0
2206,2206,202855,39480-000,35148-000,788141.3
2207,2207,202858,03047-000,01224-030,29663.4
2208,2208,202881,09560-100,31510-550,601157.8
2209,2209,202882,74430-130,31510-550,870540.6
2210,2210,202883,31255-100,31510-550,7714.4
2211,2211,202885,03134-001,31510-550,593507.4
2212,2212,202886,23073-200,31510-550,473172.8
2213,2213,202890,14701-550,28930-000,927488.0
2214,2214,202892,31255-100,13073-035,585376.2
2215,2215,202896,06703-001,07243-430,70287.8
2216,2216,202919,12010-150,85280000,994396.6
2217,2217,202925,02036-011,74915-420,936288.9
2218,2218,202927,02120-020,19400-000,625310.2
2219,2219,202933,15086-010,11740-000,560398.4
2220,2220,202942,23073-200,30220-290,457754.8
2221,2221,202946,15133-272,06409-070,449992.0
2222,2222,202950,12010-150,09951-300,145435.0
2223,2223,202952,02721-200,23047-490,426750.3
2224,2224,202953,15133-272,18307-230,500066.7
2225,2225,202963,38405-024,30492-040,531260.9
2226,2226,202974,03622-010,72546-616,989255.5
2227,2227,202975,15130-025,07092-180,464132.2
2228,2228,202976,04715-002,07092-180,31018.0
2229,2229,202977,02036-011,23906-805,399295.1
2230,2230,202981,88533-000,97700-000,594141.1
2231,2231,202982,15133-272,07024-181,462151.9
2232,2232,203006,35701-004,38401-386,604951.1
2233,2233,203010,78890-000,78015-575,414502.2
2234,2234,203023,12010-150,36773568,444290.9
2235,2235,203034,86490-000,04843-550,495870.3
2236,2236,203046,03989-010,04111-080,17996.7
2237,2237,203047,09540-030,04111-080,11111.8
2238,2238,203050,15086-010,18213-450,418481.6
2239,2239,203053,12010-150,60743780,2785035.2
2240,2240,203089,03134-001,69010-150,3903377.6
2241,2241,203096,12010-150,20745-110,294883.7
2242,2242,203102,31255-100,37200-000,240495.2
2243,2243,203110,71200-035,02431-000,1003625.4
2244,2244,203111,29164-018,30662-110,547635.7
2245,2245,203113,29313-656,89221-010,1324813.0
2246,2246,203122,89802-111,99440-000,296166.0
2247,2247,203136,50630-000,29185-000,1807445.7
2248,2248,203138,03526-000,02115-001,13584.8
2249,2249,203140,31030-035,37540-000,389665.1
2250,2250,203146,74430-120,53350-160,2338377.8
2251,2251,203148,23073-200,39875-000,947173.3
2252,2252,203149,23073-200,57038-485,2103489.3
2253,2253,203150,74430-120,83040-130,1214407.6
2254,2254,203153,74430-130,78640-000,757898.3
2255,2255,203160,36013-080,15370-000,1052984.1
2256,2256,203165,23073-200,24310-565,74571.2
2257,2257,203180,13070-752,07130-320,114709.0
2258,2258,203183,06463-170,79034-600,995175.5
2259,2259,203187,88533-000,13330-290,830796.2
2260,2260,203195,89287-615,20071-002,953381.0
2261,2261,203196,02036-011,96190-000,1324740.8
2262,2262,203209,06411-150,76300-000,1156367.4
2263,2263,203210,85501-000,13501-200,839045.1
2264,2264,203214,23073-200,13214-206,449214.3
2265,2265,203215,31255-100,07190-010,577924.7
2266,2266,203218,03622-010,29102-582,964998.3
2267,2267,203223,12010-150,04131-001,135362.4
2268,2268,203224,03622-010,46100-000,1455244.6
2269,2269,203227,74430-120,38440-254,313396.5
2270,2270,203229,29313-656,13211-685,848782.8
2271,2271,203232,23073-200,13211-685,441971.7
2272,2272,203234,89803-000,13211-685,938150.7
2273,2273,203248,14701-550,88135-690,989235.9
2274,2274,203259,03622-010,21230-362,409624.8
2275,2275,203264,03989-010,12460-000,185231.7
2276,2276,203267,81920-540,83260-000,113439.8
2277,2277,203269,74430-120,79830-000,1059342.1
2278,2278,203270,03134-001,88802-240,872629.0
2279,2279,203278,02721-200,18185-000,146543.5
2280,2280,203280,35900-700,27510-080,556708.7
2281,2281,203281,18043-003,80610-040,381512.1
2282,2282,203287,29164-018,24110-002,528723.3
2283,2283,203288,23073-200,96750-000,1613650.9
2284,2284,203290,65913-447,65066-425,634786.4
2285,2285,203312,03220-000,36050-150,469750.1
2286,2286,203314,14701-550,14096-170,90810.1
2287,2287,203329,29164-018,13506-663,1143893.7
2288,2288,203333,91790-042,04278-060,1140501.3
2289,2289,203335,14701-550,18240-000,397943.7
2290,2290,203340,03221-000,03471-050,7525.9
2291,2291,203344,74430-120,24913-450,1339294.9
2292,2292,203351,14701-550,22753-005,788445.5
2293,2293,203352,74430-120,83065-470,1328278.6
2294,2294,203357,03989-010,13940-000,171566.8
2295,2295,203361,13301-909,08330-350,122496.7
2296,2296,203381,91790-042,04278-060,1140501.3
2297,2297,203389,74430-130,41680-111,1648444.6
2298,2298,203390,15133-272,14580-000,204670.4
2299,2299,203396,03949-011,78065-000,1540891.9
2300,2300,203398,14701-550,12053-130,484660.1
2301,2301,203406,15086-010,01317-000,440034.8
2302,2302,203418,15086-010,11900-000,606837.9
2303,2303,203420,78085-000,08740-040,1576415.0
2304,2304,203421,03134-001,08740-040,61081.6
2305,2305,203424,14701-550,91720-540,1430638.5
2306,2306,203426,35300-102,25615-412,409297.3
2307,2307,203430,29164-018,15260-000,1474334.7
2308,2308,203433,03081-015,05185-000,28284.5
2309,2309,203436,06705-030,18401-160,268384.7
2310,2310,203442,12010-150,46400-000,1331591.8
2311,2311,203443,13070-752,13212-124,43518.4
2312,2312,203444,29313-656,13212-124,855204.2
2313,2313,203456,23073-200,12213-273,319492.6
2314,2314,203465,03134-001,13025-152,107092.6
2315,2315,203468,03526-000,09270-080,13571.2
2316,2316,203477,72007-515,26700-000,1126774.5
2317,2317,203487,14701-550,85907-435,828854.6
2318,2318,203488,99700-392,20211-350,1344039.4
2319,2319,203491,04715-002,75701-970,698675.7
2320,2320,203495,15133-272,13206-240,403929.9
2321,2321,203509,03711-007,18683-480,300266.1
2322,2322,203510,04378-300,18683-480,292057.9
2323,2323,203511,39480-000,18683-480,1198139.1
2324,2324,203514,88533-000,46100-000,2263188.6
2325,2325,203516,74430-030,57062-590,2103776.7
2326,2326,203532,03949-011,21852-002,397594.8
2327,2327,203533,29313-656,29730-000,231349.0
2328,2328,203540,71225-542,35420-000,847996.6
2329,2329,203556,31255-100,74870-330,880629.0
2330,2330,203590,96170-000,98280-000,464836.0
2331,2331,203593,65913-447,30730-420,2084478.2
2332,2332,203600,02120-020,29113-120,969441.0
2333,2333,203612,74430-130,37470-000,1064835.9
2334,2334,203615,72007-515,79740-000,1208885.0
2335,2335,203617,09560-100,37701-289,275462.7
2336,2336,203618,14701-550,37701-289,283817.1
2337,2337,203620,03949-011,34004-016,599095.9
2338,2338,203622,04715-002,84165-150,472887.9
2339,2339,203623,88117-402,84165-150,448398.0
2340,2340,203627,04160-120,13330-290,116434.4
2341,2341,203628,04715-002,68459073,2629490.7
2342,2342,203633,31255-100,21831-060,453709.9
2343,2343,203636,90650-002,13211-685,1168527.9
2344,2344,203637,02721-200,08840-030,72640.0
2345,2345,203645,04715-002,07040-090,29327.0
2346,2346,203647,88533-000,29032-379,1793736.0
2347,2347,203676,03989-010,72543-406,997865.6
2348,2348,203678,89803-000,72543-406,1695878.2
2349,2349,203679,74430-130,72543-406,189100.3
2350,2350,203685,74430-130,92032-420,2048196.5
2351,2351,203731,03989-010,49037-196,2145856.7
2352,2352,203742,74430-130,82810-060,1203997.0
2353,2353,203744,91790-042,85155-000,750596.4
2354,2354,203752,89210-145,88103-465,168614.0
2355,2355,203762,29313-656,48010-410,1282957.5
2356,2356,203764,29313-656,84500-000,1425430.3
2357,2357,203766,03622-010,38160-000,559726.3
2358,2358,203768,15133-272,05414-020,449188.7
2359,2359,203771,29313-656,13211-685,848782.8
2360,2360,203774,04160-120,12945-000,78189.0
2361,2361,203791,14701-550,36035-300,713753.7
2362,2362,203795,06463-170,84036-140,495248.9
2363,2363,203796,03134-001,53190-380,2627793.2
2364,2364,203797,29164-018,84036-140,1505007.4
2365,2365,203799,38405-024,14300-228,262776.3
2366,2366,203821,03345-000,02936-140,23279.2
2367,2367,203822,88117-402,85303-230,653985.6
2368,2368,203825,29313-656,18125-000,880938.8
2369,2369,203826,09950-000,18125-000,101715.1
2370,2370,203834,29164-018,23931-435,793975.0
2371,2371,203838,03949-011,13040-038,113238.8
2372,2372,203849,02959-000,87055-645,621939.5
2373,2373,203850,06463-170,06423-060,11130.9
2374,2374,203852,89287-615,35420-000,1174668.2
2375,2375,203861,16204-061,20271-000,931383.0
2376,2376,203863,09950-000,87704-606,734048.7
2377,2377,203864,35900-700,87704-606,1384068.6
2378,2378,203866,74430-130,72007-675,205537.8
2379,2379,203880,79602-020,56800000,2665558.9
2380,2380,203884,78085-000,70673-006,1130334.0
2381,2381,203887,23073-200,05882-200,416976.3
2382,2382,203898,06703-001,03333-050,41665.3
2383,2383,203900,04715-002,08470-480,41432.1
2384,2384,203903,13301-909,65274-000,2780364.2
2385,2385,203904,29164-018,03223-110,994984.2
2386,2386,203915,06411-150,39670-000,998397.5
2387,2387,203931,15133-272,17030-025,220162.6
2388,2388,203932,04715-002,79823-370,1003551.9
2389,2389,203933,19046-070,79823-370,452221.5
2390,2390,203940,99040-000,14680-000,1132668.7
2391,2391,203944,15130-025,04318-050,463381.4
2392,2392,203945,03345-000,04318-050,13981.8
2393,2393,203950,14701-550,25710-290,809330.7
2394,2394,203953,02721-200,69067-364,3889904.5
2395,2395,203954,03047-000,05203-380,47784.8
2396,2396,203955,03989-010,79740-000,898337.9
2397,2397,203961,03622-010,86430-000,436426.3
2398,2398,203962,03345-000,11680-000,234100.0
2399,2399,203964,13800-700,11680-000,353150.2
2400,2400,203965,88533-000,11680-000,1041196.1
2401,2401,203966,04715-002,35900-480,705696.8
2402,2402,203977,88117-402,13563-120,903968.9
2403,2403,203981,04715-002,99010-090,978644.4
2404,2404,203983,17507-400,12260-000,573407.3
2405,2405,203988,04715-002,20241-260,452457.5
2406,2406,203998,71225-542,75701-970,316067.9
2407,2407,203999,74430-030,75701-970,266447.4
2408,2408,204003,02036-011,15092-470,441904.6
2409,2409,204004,12010-150,15092-470,540920.0
2410,2410,204014,02959-000,14180-000,348322.7
2411,2411,204022,03622-010,29670-000,1013003.5
2412,2412,204025,31255-100,13208-120,581410.5
2413,2413,204026,03622-010,22451-265,438609.8
2414,2414,204027,14701-550,22451-265,792113.5
2415,2415,204029,37800-000,22451-265,559816.5
2416,2416,204031,07180-270,03317-080,19341.5
2417,2417,204035,74070-150,39730-000,1000428.4
2418,2418,204036,74430-030,39730-000,1003944.8
2419,2419,204037,16204-061,39730-000,1108854.8
2420,2420,204042,74430-130,20710-080,1307749.3
2421,2421,204043,74070-150,20710-080,1304019.7
2422,2422,204047,29313-656,01441-000,805671.9
2423,2423,204049,74430-030,58059-420,2447167.5
2424,2424,204051,85501-000,38240-000,1036043.1
2425,2425,204058,14405-268,26230-530,752811.1
2426,2426,204059,88533-000,26230-530,1196818.0
2427,2427,204060,18043-003,26230-530,488499.6
2428,2428,204061,02120-020,04032-120,15597.1
2429,2429,204065,04344-010,86073-480,538899.9
2430,2430,204068,04715-002,13014-130,100273.1
2431,2431,204084,74430-030,05126-120,933922.8
2432,2432,204085,86490-000,05126-120,469999.6
2433,2433,204086,04715-002,05126-120,21242.0
2434,2434,204088,65913-447,77808-420,257912.4
2435,2435,204089,26525-122,54090-110,2306720.8
2436,2436,204090,14701-550,60411-280,2768362.9
2437,2437,204097,09560-100,18290-000,283155.4
2438,2438,204098,38405-024,45607-291,1331185.4
2439,2439,204100,14701-550,26064-640,747154.6
2440,2440,204103,91790-042,27700-000,1516667.8
2441,2441,204110,29164-018,57035-590,1608394.5
2442,2442,204111,13301-909,79037-072,960735.1
2443,2443,204112,29164-018,79037-072,2009588.4
2444,2444,204113,32242-310,79037-072,1294570.8
2445,2445,204117,06703-001,18136-272,28569.3
2446,2446,204118,74070-150,18136-272,954109.6
2447,2447,204129,03622-010,05136-110,26865.6
2448,2448,204136,04715-002,09050-300,21522.9
2449,2449,204137,99040-000,84165-150,571491.6
2450,2450,204146,65913-447,87705-460,2370721.3
2451,2451,204169,03047-000,18520-000,165435.9
2452,2452,204170,36013-080,01043-000,460395.9
2453,2453,204172,74430-130,77023-484,825464.4
2454,2454,204181,71200-035,13184-190,899054.2
2455,2455,204189,88533-000,88331-075,307643.2
2456,2456,204196,99040-000,24230001,1439033.5
2457,2457,204197,12010-150,21852050,271828.7
2458,2458,204200,91790-042,21745-110,1557305.7
2459,2459,204202,03989-010,03579-000,7743.4
2460,2460,204203,89803-000,08590-690,954928.9
2461,2461,204205,37800-000,35113-000,866518.5
2462,2462,204213,03622-010,22010-050,436462.3
2463,2463,204215,03119-001,04163-000,8534.5
2464,2464,204223,03949-011,20260-142,427763.3
2465,2465,204243,37800-000,07856-210,290937.1
2466,2466,204245,21011-510,29047-057,558467.3
2467,2467,204250,12010-150,83005-290,543391.9
2468,2468,204257,74430-130,38520-000,444049.1
2469,2469,204258,23073-200,45300-000,1447679.4
2470,2470,204262,99025-604,13845-405,1130297.6
2471,2471,204266,99700-392,28633-150,1453955.4
2472,2472,204277,37500-176,89225-795,787058.7
2473,2473,204287,04260-020,90020-000,1136749.7
2474,2474,204288,29313-656,23812-400,517819.9
2475,2475,204300,29313-656,14020-050,939379.5
2476,2476,204304,09351-090,41810-670,1961579.5
2477,2477,204314,14701-550,16300-015,219381.6
2478,2478,204334,04715-002,78550-278,2010797.7
2479,2479,204335,74430-030,78550-278,1406110.5
2480,2480,204339,74070-150,97010-032,1891226.1
2481,2481,204341,29164-018,85950-000,1874537.2
2482,2482,204343,03622-010,18609-082,249330.1
2483,2483,204353,23073-200,87550-000,1260282.0
2484,2484,204356,86025-010,84400-000,356352.3
2485,2485,204365,31030-035,13920-000,573147.2
2486,2486,204372,79004-000,06823-080,1006210.8
2487,2487,204373,03949-011,11070-010,71697.6
2488,2488,204388,15086-010,07244-080,463396.1
2489,2489,204391,23073-200,27253-050,87523.3
2490,2490,204397,02036-011,04079-000,13621.1
2491,2491,204400,74070-150,08340-140,963965.9
2492,2492,204406,79602-020,49035-740,2302533.1
2493,2493,204444,74430-030,71884-522,191671.5
2494,2494,204452,85501-000,38026-502,1084008.6
2495,2495,204459,29313-656,95555-000,1801343.4
2496,2496,204462,35701-004,22720400,513523.7
2497,2497,204464,06075-180,29702-020,994402.4
2498,2498,204467,89210-145,88240-000,154631.6
2499,2499,204468,09351-090,88240-000,714262.0
2500,2500,204469,31255-100,88240-000,1262448.0
2501,2501,204476,35701-004,28080210,592443.9
2502,2502,204478,37800-000,36015-270,470961.0
2503,2503,204482,03989-010,07175-440,39686.5
2504,2504,204483,65913-447,30590-145,2087516.4
2505,2505,204489,71200-035,05820-200,1012800.5
2506,2506,204491,31255-100,14815-000,680528.0
2507,2507,204492,29313-656,14815-000,1018731.5
2508,2508,204497,29313-656,20010-090,485997.2
2509,2509,204507,74430-130,25615-412,1241970.1
2510,2510,204514,14701-550,18290-000,432756.9
2511,2511,204518,14021-000,06421-060,305479.8
2512,2512,204522,05835-005,83301-010,376974.8
2513,2513,204525,12090-600,12952-571,140107.0
2514,2514,204526,88533-000,93542-000,335022.6
2515,2515,204543,85501-000,96050-510,784999.0
2516,2516,204551,14701-550,35700-291,634998.0
2517,2517,204585,03949-011,31010-074,594390.0
2518,2518,204599,91790-042,29193-204,2182887.7
2519,2519,204619,04344-010,02215-010,21833.4
2520,2520,204638,03345-000,07856-210,44050.0
2521,2521,204655,37800-000,35170-308,642749.3
2522,2522,204661,09560-500,02512-060,21135.8
2523,2523,204664,03949-011,04376-070,28454.2
2524,2524,204666,89210-145,38740-026,1118468.9
2525,2525,204668,03949-011,28400-000,639267.3
2526,2526,204671,31255-100,03084-000,580001.2
2527,2527,204684,13101-150,69030-500,3824372.8
2528,2528,204690,12010-150,11680-000,107059.1
2529,2529,204694,03622-010,13174-393,129677.8
2530,2530,204695,89287-615,89900-000,548047.4
2531,2531,204702,04344-010,62042-270,3001302.2
2532,2532,204752,09560-500,91220-510,1137200.4
2533,2533,204761,13800-700,02512-060,158559.5
2534,2534,204762,23073-200,22723-021,29497.5
2535,2535,204765,99700-392,90650-000,373195.0
2536,2536,204766,12010-150,90650-000,1269885.4
2537,2537,204770,99700-392,08720-540,970593.1
2538,2538,204781,88533-000,37026-560,1116074.1
2539,2539,204804,03622-010,20715-200,425214.7
2540,2540,204805,13101-150,20715-200,484837.9
2541,2541,204810,38405-024,23810-301,943171.3
2542,2542,204833,12010-150,66613080,3011974.5
2543,2543,204847,14701-550,15775-000,308377.3
2544,2544,204864,12010-150,45600-460,1537984.7
2545,2545,204881,03054-010,04549-002,13483.5
2546,2546,204885,88533-000,95084-320,254876.1
2547,2547,204896,74430-030,26385-080,1303628.8
2548,2548,204930,03221-000,04726-160,21749.1
2549,2549,204939,50630-000,89245-000,3160742.5
2550,2550,204940,37800-000,13348-310,245986.9
2551,2551,204951,71225-542,65130-000,2001700.2
2552,2552,204953,74430-130,35181-612,1083981.1
2553,2553,204954,38405-024,75701-970,108229.8
2554,2554,204955,74070-150,75701-970,263169.0
2555,2555,204956,74430-030,75701-970,266447.4
2556,2556,204965,74430-130,70904-102,1150130.2
2557,2557,204989,15133-272,05650-002,458822.9
2558,2558,205000,03949-011,28030-035,726933.9
2559,2559,205017,03047-000,37904-140,409268.5
2560,2560,205020,37800-000,39205-000,595951.1
2561,2561,205021,74430-030,76868-000,2293235.3
2562,2562,205024,03949-011,30882-320,584586.5
2563,2563,205036,06463-170,14170-000,328448.8
2564,2564,205037,86025-010,14170-000,505602.8
2565,2565,205040,03134-001,14170-000,344799.6
2566,2566,205041,89287-615,14170-000,826305.3
2567,2567,205044,06463-170,17180-000,353752.6
2568,2568,205046,14701-550,32265-020,582033.2
2569,2569,205048,14021-000,65091-236,2650575.0
2570,2570,205055,06075-180,66093-030,2913962.9
2571,2571,205058,79004-430,19400-000,412610.1
2572,2572,205065,15133-272,05650-002,458822.9
2573,2573,205073,74070-150,57062-590,2100260.4
2574,2574,205074,74430-030,57062-590,2103776.7
2575,2575,205088,74070-150,38500-000,391494.8
2576,2576,205100,04208-001,28615-456,532531.4
2577,2577,205101,88117-402,24722-535,1151773.6
2578,2578,205108,80240-041,83450-000,60904.7
2579,2579,205109,65913-447,44710-000,1503453.7
2580,2580,205119,13301-909,88090-254,695505.0
2581,2581,205144,14701-550,37775-000,329809.0
2582,2582,205166,74430-030,07700-690,924380.4
2583,2583,205167,14701-550,48901-765,2039121.3
2584,2584,205180,03622-010,91150-170,1143856.5
2585,2585,205181,13301-909,04252-040,109742.0
2586,2586,205249,06075-180,15035-375,442586.9
2587,2587,205269,15130-025,06020-194,446393.7
2588,2588,205291,03345-000,13537-000,202731.9
2589,2589,205293,72007-515,89248-000,1476249.5
2590,2590,205310,14701-550,47600-000,1357435.7
2591,2591,205335,74070-150,39890-000,1371974.1
2592,2592,205352,74070-150,98805-390,1745609.0
2593,2593,205361,04208-001,46790-000,1702836.1
2594,2594,205366,09560-500,89920000,1010581.4
2595,2595,205414,06411-150,08557-700,64996.6
2596,2596,205418,74430-130,79005-300,838663.7
2597,2597,205445,13070-752,06120-080,96956.6
2598,2598,205451,74430-030,23052-010,1311663.0
2599,2599,205471,03622-010,50770-190,2608739.6
2600,2600,205498,74070-150,83040-130,1212794.6
2601,2601,205501,06075-180,30880-133,600158.4
2602,2602,205528,32242-310,13416-355,635068.4
2603,2603,205529,74430-030,83040-130,1214610.1
2604,2604,205552,14021-000,08710-150,362845.3
2605,2605,205565,13070-752,19813-170,419791.4
2606,2606,205567,03711-007,02227-260,9886.2
2607,2607,205573,79602-020,35702042,989026.4
2608,2608,205574,35900-700,37026-560,415142.7
2609,2609,205579,85501-000,13920-000,889060.3
2610,2610,205618,72007-515,86300-000,1124855.5
2611,2611,205632,80240-041,04018-050,407632.5
2612,2612,205633,74430-130,04018-050,950624.0
2613,2613,205649,06075-180,78005-908,1522591.3
2614,2614,205669,71225-542,13185-542,920852.7
2615,2615,205702,13800-700,19013-610,550463.3
2616,2616,205707,71225-542,41600-070,1444423.9
2617,2617,205711,85501-000,24110-002,1290927.4
2618,2618,205741,13101-150,12320-330,135998.3
2619,2619,205745,06075-180,97060-310,1269147.1
2620,2620,205746,03622-010,97060-310,1303936.7
2621,2621,205759,13070-752,13471-240,36495.3
2622,2622,205763,89287-615,39401-422,1505724.4
2623,2623,205765,29313-656,39401-422,856547.8
2624,2624,205807,74070-150,39401-422,847061.4
2625,2625,205808,04378-300,72425-020,993687.7
2626,2626,205840,85501-000,87890-000,604083.3
2627,2627,205844,74070-150,72006-755,194984.8
2628,2628,205880,12010-750,04032-120,136427.2
2629,2629,205890,74070-150,12606-320,1102281.2
2630,2630,205908,03345-000,07020-021,16515.0
2631,2631,205912,37800-000,08042-000,334467.7
2632,2632,205920,13101-150,18570-000,149316.6
2633,2633,205941,74430-130,79051-000,836885.4
2634,2634,205951,06075-180,89227-055,506403.6
2635,2635,205955,89287-615,89056-110,114277.7
2636,2636,205956,03622-010,89056-110,622727.7
2637,2637,205959,14701-550,11030-020,464411.4
2638,2638,205988,37800-000,88113-835,968860.8
2639,2639,206030,13070-752,06045-420,98222.5
2640,2640,206031,03622-010,35300-034,786021.5
2641,2641,206038,74070-150,29167-124,1408335.2
2642,2642,206042,74430-030,78556-264,1406551.2
2643,2643,206044,06075-180,13537-000,191473.8
2644,2644,206063,74430-130,84197-400,ERROR
2645,2645,206081,74430-030,27600-000,1244400.0
2646,2646,206086,37800-000,38840-000,375067.5
2647,2647,206092,06075-180,39205-000,871002.9
2648,2648,206222,18043-003,17340-000,212504.3
2649,2649,193774,29164-018,83005-060,1426892.5
2650,2650,199957,04344-010,12213-275,129764.8
2651,2651,193707,35701-004,74835-130,820352.1
2652,2652,196094,82820-090,22743-660,837477.9
2653,2653,198393,13405-230,40279-090,2007249.6
2654,2654,199032,79004-430,06340-210,991283.5
2655,2655,200353,82820-090,33200-000,1009833.1
2656,2656,201030,78085-000,72906-268,ERROR
2657,2657,203801,91790-042,21930-376,1580103.4
2658,2658,193126,09351-090,93056-500,1119804.7
2659,2659,193613,03622-010,90050-030,1156604.1
2660,2660,193626,03622-010,90050-030,1156604.1
2661,2661,194372,03134-001,22451-265,446552.7
2662,2662,196176,72007-515,30380-252,741841.9
2663,2663,199512,35701-004,01546-100,639343.7
2664,2664,200369,03989-010,22020-002,438030.5
2665,2665,200499,03989-010,22020-002,438030.5
2666,2666,202550,13101-150,74230-025,854844.8
2667,2667,203544,35701-004,23085630,522499.6
2668,2668,203635,90650-002,13211-685,1168527.9
2669,2669,196161,06343-510,02841-170,25495.0
2670,2670,196162,06343-510,02841-170,25495.0
2671,2671,200302,92120-140,24430-150,1582488.6
2672,2672,197230,03711-007,09240-660,17847.0
2673,2673,194823,03134-001,80035-030,408669.3
2674,2674,204208,04715-002,06719431,39450.0
2675,2675,192503,19800-130,32450-000,957916.2
2676,2676,192626,03622-010,36035-300,460286.9
2677,2677,192757,12010-150,95055-037,1141117.9
2678,2678,192819,14701-550,32141-104,590738.7
2679,2679,193029,14701-550,71740-801,692726.0
2680,2680,193060,92120-140,17550-000,1162132.0
2681,2681,193068,13405-230,35164-268,872220.9
2682,2682,193074,31030-035,12460-000,495591.4
2683,2683,193276,29313-656,13083-970,868155.4
2684,2684,193281,12010-150,20271-290,302389.4
2685,2685,193333,03622-010,85854-000,1056204.8
2686,2686,193426,03622-010,28896-019,604629.6
2687,2687,193464,04160-120,29312-527,817680.1
2688,2688,193615,03622-010,36035-130,458912.3
2689,2689,193628,12010-150,20740-030,291865.1
2690,2690,193629,99150-000,13412-260,1033448.9
2691,2691,193693,37800-000,06764-040,318767.3
2692,2692,193723,35701-004,12570-000,597831.6
2693,2693,193885,29313-656,27600-000,462560.8
2694,2694,193894,14701-550,93280-280,1361209.3
2695,2695,193920,39480-000,05422-000,1221603.9
2696,2696,194027,39480-000,06310-160,1232794.6
2697,2697,194079,31255-100,14010-080,517764.7
2698,2698,194211,03622-010,29302-010,854094.7
2699,2699,194251,03622-010,89790-000,841015.5
2700,2700,194311,06075-180,89809-545,871597.9
2701,2701,194332,99700-392,06126-120,888840.1
2702,2702,194336,29313-656,25957-025,388128.3
2703,2703,194345,99700-392,06126-120,888840.1
2704,2704,194392,19800-130,32450-000,957916.2
2705,2705,194623,03622-010,96030-002,1403999.9
2706,2706,194944,09351-090,36774-170,588370.7
2707,2707,195010,04715-002,89896-000,1066716.0
2708,2708,195033,03989-010,39400-186,995911.5
2709,2709,195206,29164-018,36035-300,544569.9
2710,2710,195238,12010-150,79170-000,1143148.4
2711,2711,195311,19010-032,72640-006,965726.7
2712,2712,195336,29313-656,09414-200,823705.5
2713,2713,195351,04344-010,85960-000,968609.8
2714,2714,195478,14701-550,25710-165,828518.2
2715,2715,195569,12010-150,86400-000,525069.3
2716,2716,195694,13403-000,98200-000,1110828.2
2717,2717,195739,03134-001,29590-000,756432.7
2718,2718,195829,29164-018,35300-074,331290.3
2719,2719,195848,03622-010,36025-020,456997.1
2720,2720,195928,12010-150,90050-030,1269055.9
2721,2721,195929,12010-150,90050-030,1269055.9
2722,2722,195932,12010-150,90050-030,1269055.9
2723,2723,195933,12010-150,90050-030,1269055.9
2724,2724,195989,03622-010,75513-030,750295.2
2725,2725,195999,12010-150,24901-425,352294.7
2726,2726,196002,06075-180,88801-670,851745.1
2727,2727,196023,12010-150,89600-000,938971.0
2728,2728,196047,03622-010,95010-680,1005758.0
2729,2729,196111,12010-150,88801-670,998986.7
2730,2730,196119,12010-150,81925-450,557127.4
2731,2731,196172,03622-010,38414-420,609059.0
2732,2732,196370,03711-007,99800-000,875516.9
2733,2733,196427,04344-010,29301-610,873057.6
2734,2734,196581,12010-150,85730-000,1180888.3
2735,2735,196705,03622-010,97050-100,1302170.3
2736,2736,196716,04344-010,27910-210,646446.4
2737,2737,196775,14701-550,26221-180,749067.2
2738,2738,196780,04715-002,95520-000,1027878.2
2739,2739,196795,14701-550,84200-000,501499.4
2740,2740,196823,09351-090,27553-000,308666.2
2741,2741,196943,14405-268,29390-000,793130.3
2742,2742,197323,14701-550,25211-240,771051.0
2743,2743,197343,09351-090,35059-690,926904.6
2744,2744,197451,12010-150,20961-160,295649.5
2745,2745,197524,12090-600,39401-445,916440.7
2746,2746,197540,12010-150,89370-000,731101.3
2747,2747,197781,06075-180,88806-808,868489.6
2748,2748,197995,14701-550,79170-000,797210.8
2749,2749,198084,14701-550,99074-360,1157743.9
2750,2750,198112,35900-700,04144-070,698236.1
2751,2751,198159,04715-002,35380-000,760546.0
2752,2752,198326,03622-010,36415-000,580734.3
2753,2753,198429,14701-550,38320-000,377674.8
2754,2754,198663,12010-150,35300-145,661502.6
2755,2755,198697,03622-010,39100-000,861016.2
2756,2756,198767,19800-130,35400-000,1023164.8
2757,2757,198791,19800-130,28909-530,1008565.3
2758,2758,198813,12010-150,38017-330,578656.9
2759,2759,198875,03047-000,97800-000,1292025.7
2760,2760,199170,37800-000,25685-231,570032.3
2761,2761,199354,02721-200,39440-000,1125151.2
2762,2762,199548,37800-000,24812-086,590046.5
2763,2763,199550,37800-000,24812-086,590046.5
2764,2764,199596,12010-150,20910-061,300000.7
2765,2765,199689,37800-000,71884-522,804616.4
2766,2766,199926,14701-550,39530-000,1111503.3
2767,2767,200015,99700-392,02081-000,914294.1
2768,2768,200063,37800-000,12610-290,319841.3
2769,2769,200094,06075-180,23937-090,412774.5
2770,2770,200300,02721-200,23811-533,397506.9
2771,2771,200301,37800-000,24430-150,564069.8
2772,2772,200303,37800-000,20740-030,538422.6
2773,2773,200415,04344-010,28300-000,691484.9
2774,2774,200418,96170-000,88058-485,677769.7
2775,2775,200419,14405-268,95575-000,1360601.5
