,Unnamed: 0,id do pedido,Origem,Destino,Distancia
1164,1164,196629,39480-000,18276-700,1335595.3
1165,1165,196631,06703-001,13400-186,150782.6
1166,1166,196633,03622-010,13400-186,169211.4
1167,1167,196634,15130-025,13400-186,317712.2
1168,1168,196635,06705-030,13400-186,151983.3
1169,1169,196641,74430-130,04524-001,951346.8
1170,1170,196642,86490-000,14777-000,493257.4
1171,1171,196643,13070-752,14777-000,327262.4
1172,1172,196646,71200-035,27525-839,1234658.9
1173,1173,196649,06705-030,24020-071,481207.8
1174,1174,196652,99700-392,24020-071,1353236.0
1175,1175,196654,99700-392,24020-071,1353236.0
1176,1176,196666,13800-700,11030-290,245334.8
1177,1177,196688,03622-010,14887-454,363061.3
1178,1178,196704,03711-007,13845-250,174125.9
1179,1179,196707,74430-120,73752-018,ERROR
1180,1180,196718,13800-700,15503-027,424567.9
1181,1181,196724,03622-010,26130-010,399867.1
1182,1182,196731,03622-010,03429-000,5972.7
1183,1183,196738,03989-010,29930-970,1169147.4
1184,1184,196742,74430-120,13040-102,857923.2
1185,1185,196763,09351-090,30310-090,611380.7
1186,1186,196764,14701-550,79940-000,880674.7
1187,1187,196770,03526-000,03578-220,1140.2
1188,1188,196774,02036-011,74343-210,941054.1
1189,1189,196778,04344-010,37800-000,311211.4
1190,1190,196792,79004-430,40296-720,2426035.8
1191,1191,196796,03989-010,24430-150,444497.5
1192,1192,196798,03622-010,21331-000,413398.9
1193,1193,196799,74430-120,04363-040,955851.4
1194,1194,196801,13450-402,91920-740,1258422.1
1195,1195,196807,74430-120,77330-000,661085.3
1196,1196,196815,99250-000,22631-000,1463760.6
1197,1197,196817,02712-140,32010-025,570579.3
1198,1198,196820,03526-000,02713-000,23116.1
1199,1199,196826,14701-550,23015-230,748249.7
1200,1200,196830,14701-550,13417-655,248455.8
1201,1201,196836,90650-002,94065-260,29147.6
1202,1202,196845,04344-010,81690-200,409101.3
1203,1203,196846,03622-010,45910-000,1250710.0
1204,1204,196847,21011-510,02210-000,407463.4
1205,1205,196848,21011-510,64078-213,2610400.0
1206,1206,196850,65913-447,58700-090,1536818.3
1207,1207,196851,85501-000,13300-908,787454.8
1208,1208,196854,14701-550,06509-027,369344.0
1209,1209,196855,03711-007,66617-530,2927392.0
1210,1210,196856,03622-010,77493-000,1722991.6
1211,1211,196859,02712-140,17050-621,322496.8
1212,1212,196862,16204-061,06053-020,491873.6
1213,1213,196864,04344-010,29160-270,1009748.7
1214,1214,196868,30710-010,39510-000,736924.4
1215,1215,196876,37800-000,29176-370,981192.0
1216,1216,196877,13054-250,06327-270,85605.9
1217,1217,196885,12090-600,13570-829,529227.0
1218,1218,196889,14701-550,38779-000,666945.9
1219,1219,196892,04133-200,04132-002,1115.4
1220,1220,196893,03622-010,73092-908,1032877.0
1221,1221,196895,41275-124,12305-070,1857631.2
1222,1222,196905,74430-120,32230-500,875644.9
1223,1223,196917,65913-447,65015-440,634254.0
1224,1224,196938,35701-004,31950-100,71594.6
1225,1225,196940,99040-000,90050-321,289555.3
1226,1226,196947,74430-120,28893-833,1461497.8
1227,1227,196964,03622-010,05775-200,36051.5
1228,1228,196965,04715-002,18550-000,120751.1
1229,1229,196976,74430-120,36340-000,1043749.2
1230,1230,196977,03622-010,25710-248,475014.5
1231,1231,196978,03622-010,13215-660,73971.5
1232,1232,196981,13800-700,12308-650,194483.7
1233,1233,196986,05835-005,17050-621,335243.2
1234,1234,196997,03412-030,13670-000,263235.5
1235,1235,196998,37500-176,65047-590,3011877.4
1236,1236,197000,74430-120,17050-621,752546.8
1237,1237,197008,04344-010,36015-370,477570.7
1238,1238,197019,02959-000,85025-180,665878.6
1239,1239,197023,71200-035,12050-010,1102171.5
1240,1240,197024,14021-000,01224-030,305625.1
1241,1241,197026,12090-600,85025-180,797358.4
1242,1242,197031,91790-042,08610-150,1192321.5
1243,1243,197032,72855-066,78455-000,1476837.6
1244,1244,197034,13800-700,06023-040,160131.5
1245,1245,197038,30710-010,41830-580,1358838.8
1246,1246,197042,36013-080,27331-270,184820.3
1247,1247,197043,14405-268,83040-130,783364.8
1248,1248,197045,15086-010,11800-000,517670.2
1249,1249,197055,14021-000,07753-040,274740.1
1250,1250,197058,03047-000,01224-030,29663.4
1251,1251,197059,03047-000,01224-030,29663.4
1252,1252,197061,89802-111,47850-000,2251979.5
1253,1253,197069,02552-000,05118-000,10726.9
1254,1254,197086,22775-113,56516-060,2087383.8
1255,1255,197088,36013-080,52020-035,2171420.4
1256,1256,197089,20930-090,88035-010,1128435.6
1257,1257,197090,14021-000,78049-400,1306407.2
1258,1258,197093,03622-010,39205-000,847691.5
1259,1259,197100,03622-010,19470-000,665204.1
1260,1260,197105,13800-700,17539-059,350896.0
1261,1261,197108,38400-358,39625-000,1055170.6
1262,1262,197109,02552-000,03625-060,19394.2
1263,1263,197110,03622-010,04782-020,34664.2
1264,1264,197112,65913-447,82015-000,2599746.6
1265,1265,197118,74430-130,56516-060,2101917.0
1266,1266,197124,04344-010,04367-090,3287.0
1267,1267,197126,35701-004,18500-000,746015.9
1268,1268,197128,12010-150,88372-506,734622.5
1269,1269,197136,02036-011,73070-045,1024121.2
1270,1270,197137,89210-145,85460-000,565286.4
1271,1271,197150,03047-000,13500-520,196591.1
1272,1272,197155,03622-010,80020-290,426419.4
1273,1273,197160,04344-010,23015-230,414037.4
1274,1274,197164,29163-280,35900-480,457625.0
1275,1275,197166,74430-120,21720-030,1319864.7
1276,1276,197169,13054-250,35424-000,684005.5
1277,1277,197170,39480-000,35424-000,785123.8
1278,1278,197172,03622-010,28895-679,603467.7
1279,1279,197173,19046-070,15900-000,364261.8
1280,1280,197182,14701-550,15400-000,62528.0
1281,1281,197198,84064-250,16305-154,574099.0
1282,1282,197202,04344-010,85869-295,1038314.0
1283,1283,197205,15086-010,28400-000,1050825.7
1284,1284,197215,04344-010,12244-457,114527.3
1285,1285,197218,03047-000,01224-030,29663.4
1286,1286,197221,05835-005,13044-163,101050.4
1287,1287,197222,04715-002,13044-163,95503.1
1288,1288,197223,06075-180,17700-000,550465.1
1289,1289,197229,71200-035,72705-050,39035.6
1290,1290,197232,74430-120,03066-065,949587.9
1291,1291,197235,74430-120,25900-177,1300774.8
1292,1292,197238,06075-180,13537-000,191473.8
1293,1293,197240,39480-000,88353-350,1849822.1
1294,1294,197244,74430-120,06263-010,934893.9
1295,1295,197245,21011-510,18640-000,612500.5
1296,1296,197246,74430-120,06263-010,934893.9
1297,1297,197247,89287-615,06263-010,505283.0
1298,1298,197248,23073-200,36080-090,202622.6
1299,1299,197251,14021-000,37582-000,287126.5
1300,1300,197260,12010-150,62670-000,2845191.1
1301,1301,197261,14701-550,72738-002,736822.2
1302,1302,197264,71200-035,72705-050,39035.6
1303,1303,197265,03622-010,72130-700,1016166.0
1304,1304,197275,71200-035,72705-050,39035.6
1305,1305,197276,71200-035,72705-050,39035.6
1306,1306,197278,03622-010,04266-030,17267.1
1307,1307,197280,79170-000,36302-609,1457567.9
1308,1308,197281,74430-120,21931-582,1304205.3
1309,1309,197291,05075-060,14079-319,307626.2
1310,1310,197298,03526-000,07052-160,14519.4
1311,1311,197299,71200-035,72705-050,39035.6
1312,1312,197304,85501-000,12232-200,945637.6
1313,1313,197305,04344-010,05445-010,12807.9
1314,1314,197311,14021-000,18035-252,286314.2
1315,1315,197314,14701-550,15810-095,62756.6
1316,1316,197315,23073-200,15810-095,742969.0
1317,1317,197318,18043-003,13205-030,100692.0
1318,1318,197325,50040-110,68901-347,2570413.1
1319,1319,197327,60015-061,68901-347,2000714.2
1320,1320,197335,14701-550,15054-505,108434.1
1321,1321,197349,03711-007,29102-912,959256.9
1322,1322,197359,23073-200,22790-381,34072.4
1323,1323,197367,99040-000,15900-000,1076564.4
1324,1324,197368,03622-010,82530-290,423370.1
1325,1325,197369,03989-010,04601-001,24968.1
1326,1326,197377,23073-200,72270-105,1188334.0
1327,1327,197383,14701-550,28929-330,938372.6
1328,1328,197384,99040-000,28400-000,1639871.5
1329,1329,197385,74430-130,23020-470,1328497.6
1330,1330,197387,03345-000,89480-000,609820.0
1331,1331,197391,37800-000,21330-110,535001.2
1332,1332,197393,37800-000,30570-480,428242.7
1333,1333,197396,06703-001,07802-200,54167.0
1334,1334,197412,12010-150,71065-310,1097328.1
1335,1335,197425,14021-000,25520-530,682580.5
1336,1336,197436,89802-111,25745-071,1384725.7
1337,1337,197439,86490-000,56516-060,2834798.4
1338,1338,197444,12010-150,71990-000,1097634.3
1339,1339,197446,78085-000,04156-000,1532269.0
1340,1340,197480,16204-061,13207-145,482779.4
1341,1341,197482,03047-000,04310-040,29501.9
1342,1342,197483,03134-001,50070-070,2618291.8
1343,1343,197484,16204-061,87047-035,332973.2
1344,1344,197486,03711-007,09380-440,21645.7
1345,1345,197494,89802-111,25745-071,1384725.7
1346,1346,197521,72007-515,14870-640,751125.2
1347,1347,197544,12010-150,85250-000,897258.3
1348,1348,197547,37800-000,45700-000,1396414.5
1349,1349,197548,03622-010,45700-000,1541615.7
1350,1350,197554,23073-200,25655-213,83385.5
1351,1351,197555,32242-310,25655-213,382537.3
1352,1352,197561,23073-200,05303-000,402258.5
1353,1353,197562,03622-010,13420-004,164151.1
1354,1354,197564,02959-000,43700-000,1912898.2
1355,1355,197567,02959-000,03726-010,23567.7
1356,1356,197568,81130-000,03726-010,434134.0
1357,1357,197569,13450-402,04156-000,147932.1
1358,1358,197570,04715-002,04156-000,10003.5
1359,1359,197572,23073-200,04156-000,398688.5
1360,1360,197580,88117-402,05585-010,671400.2
1361,1361,197581,03134-001,05585-010,18743.1
1362,1362,197585,89210-145,23545-353,940176.0
1363,1363,197597,12942-520,01033-000,64082.9
1364,1364,197598,81920-540,25745-071,904036.8
1365,1365,197603,03047-000,01224-030,29663.4
1366,1366,197604,74430-120,01218-012,942986.5
1367,1367,197607,37800-000,13202-281,254789.1
1368,1368,197619,71200-035,70746-080,13598.1
1369,1369,197621,03622-010,22030-002,436347.0
1370,1370,197622,23073-200,20961-160,41195.3
1371,1371,197626,04344-010,08840-030,78669.4
1372,1372,197633,35300-102,03436-000,790895.6
1373,1373,197634,04344-010,03436-000,18983.8
1374,1374,197645,74430-130,21931-582,1304494.3
1375,1375,197677,03220-000,69005-040,3908133.8
1376,1376,197678,03989-010,56516-060,2400246.0
1377,1377,197682,74430-120,36600-000,1166417.0
1378,1378,197683,99700-392,96400-075,589641.8
1379,1379,197689,30710-010,35424-000,140301.0
1380,1380,197704,37500-176,09180-020,276239.6
1381,1381,197705,13054-250,32370-160,585831.2
1382,1382,197706,13054-250,16010-715,461469.1
1383,1383,197713,03047-000,07857-070,60210.9
1384,1384,197732,31030-035,89037-000,1197258.6
1385,1385,197733,99025-604,12235-101,1088018.4
1386,1386,197743,14701-550,83508-240,691367.4
1387,1387,197754,03134-001,89261-001,573298.9
1388,1388,197761,03622-010,04252-000,19119.6
1389,1389,197764,03345-000,04156-000,10925.3
1390,1390,197772,99700-392,35148-000,1755951.0
1391,1391,197792,99700-392,24350-380,1366007.6
1392,1392,197806,03989-010,90130-150,1153441.5
1393,1393,197808,17507-400,90130-150,1132443.9
1394,1394,197815,13631-467,65940-000,2214222.1
1395,1395,197818,78085-000,64002-150,2538735.1
1396,1396,197828,89287-615,37006-020,829311.0
1397,1397,197832,71200-035,06890-000,1036475.7
1398,1398,197851,71200-035,06890-000,1036475.7
1399,1399,197858,12010-150,68513-400,2460007.1
1400,1400,197880,12010-150,08255-010,121586.9
1401,1401,197891,15086-010,98770-000,1244951.1
1402,1402,197895,35300-102,30350-180,312712.7
1403,1403,197915,03047-000,27281-620,302123.8
1404,1404,197919,06703-001,36038-030,504440.5
1405,1405,197926,88117-402,56516-060,3078146.3
1406,1406,197942,02712-140,15115-000,448289.7
1407,1407,197945,04715-002,02232-000,26276.6
1408,1408,197950,18043-003,24436-660,552041.3
1409,1409,197958,16204-061,04017-020,507787.5
1410,1410,197964,79602-020,39620-000,1510197.6
1411,1411,197976,37800-000,28545-000,655496.5
1412,1412,197983,18043-003,18086-707,10984.5
1413,1413,197984,13070-752,18081-040,85635.6
1414,1414,197990,16204-061,70675-608,844330.1
1415,1415,197993,15086-010,22620-260,851596.1
1416,1416,197996,03047-000,74223-042,959459.5
1417,1417,198001,03047-000,29730-000,913277.4
1418,1418,198004,04378-300,83331-090,392306.8
1419,1419,198006,31030-035,36790-000,342112.4
1420,1420,198007,99040-000,68513-400,3063539.6
1421,1421,198009,03134-001,11740-000,120149.1
1422,1422,198014,03047-000,11630-000,191487.4
1423,1423,198015,38400-358,22760-400,986026.0
1424,1424,198017,03622-010,57075-762,2385661.3
1425,1425,198027,16204-061,04613-060,505691.9
1426,1426,198028,14701-550,04613-060,388217.8
1427,1427,198035,02552-000,12402-120,157933.9
1428,1428,198042,09351-090,87704-270,752701.4
1429,1429,198043,17540-000,87704-270,401986.2
1430,1430,198044,03989-010,87704-270,739338.0
1431,1431,198045,99040-000,87704-270,833742.8
1432,1432,198046,37800-000,87704-270,783132.2
1433,1433,198049,31030-035,21650-200,434269.1
1434,1434,198050,37800-000,21650-200,529367.2
1435,1435,198057,99040-000,25780-000,1486738.5
1436,1436,198058,12010-150,13218-682,166971.1
1437,1437,198076,13800-700,17512-731,375659.9
1438,1438,198078,96170-000,85035-300,961121.2
1439,1439,198086,03989-010,58015-090,2741044.3
1440,1440,198097,15086-010,01043-000,437767.5
1441,1441,198099,30710-010,37800-000,436052.2
1442,1442,198109,14405-268,22610-001,809299.8
1443,1443,198122,17360-000,02124-000,242268.1
1444,1444,198123,02959-000,31530-530,588451.3
1445,1445,198130,03134-001,34001-244,600114.4
1446,1446,198137,23073-200,68513-400,2567447.4
1447,1447,198141,03134-001,24901-000,484710.2
1448,1448,198143,14701-550,68513-400,1944637.9
1449,1449,198147,14701-550,06352-040,383408.9
1450,1450,198160,38405-024,39730-000,784584.9
1451,1451,198162,03047-000,13870-970,238850.8
1452,1452,198164,03989-010,36013-080,460246.9
1453,1453,198165,71200-035,21941-915,1154722.2
1454,1454,198175,35300-102,05356-000,805325.0
1455,1455,198176,82820-090,05356-000,385692.7
1456,1456,198188,99040-000,95032-765,214838.1
1457,1457,198193,03622-010,39300-000,1144727.3
1458,1458,198205,65913-447,27943-700,2640035.0
1459,1459,198206,13800-700,09070-010,182751.4
1460,1460,198207,03622-010,72130-700,1016166.0
1461,1461,198218,03711-007,07243-430,17706.8
1462,1462,198232,02036-011,08255-010,25545.7
1463,1463,198246,30580-002,13563-303,658590.3
1464,1464,198247,12010-150,37010-100,245683.3
1465,1465,198249,74430-120,74355-468,15181.8
1466,1466,198253,16204-061,13348-390,467592.7
1467,1467,198254,14405-268,08441-310,426765.1
1468,1468,198256,12010-150,37470-000,159263.5
1469,1469,198261,09190-610,58038-431,2752555.2
1470,1470,198266,12090-600,95030-313,1122343.2
1471,1471,198290,59037-060,57062-530,536067.1
1472,1472,198292,03711-007,18071-772,113869.0
1473,1473,198294,12090-600,02115-001,122924.7
1474,1474,198295,13800-700,04661-100,176957.8
1475,1475,198297,03047-000,12211-115,87128.9
1476,1476,198298,03622-010,89291-690,551414.2
1477,1477,198304,03134-001,09831-410,27726.5
1478,1478,198313,38405-024,35570-000,418413.7
1479,1479,198315,59037-060,68513-400,2008891.2
1480,1480,198322,04715-002,05855-250,9837.8
1481,1481,198330,21011-510,21011-640,355.0
1482,1482,198336,14701-550,09831-410,414260.3
1483,1483,198337,06703-001,09831-410,71858.6
1484,1484,198338,03989-010,09831-410,29754.2
1485,1485,198343,13800-700,13973-094,21933.9
1486,1486,198344,02036-011,03060-020,8645.4
1487,1487,198351,04715-002,05855-250,9837.8
1488,1488,198356,82820-090,06509-027,412579.3
1489,1489,198357,13800-700,06509-027,176177.9
1490,1490,198364,13800-700,14700-320,284173.0
1491,1491,198389,09041-420,28030-035,749302.5
1492,1492,198390,99025-604,04122-000,988391.3
1493,1493,198407,14405-268,68513-400,2003085.9
1494,1494,198414,38405-024,19770-000,578586.0
1495,1495,198415,03047-000,89204-430,547490.1
1496,1496,198417,14701-550,35900-212,702744.5
1497,1497,198419,14701-550,74215-050,524806.6
1498,1498,198425,31255-100,94960-090,1709193.4
1499,1499,198428,12010-150,11680-000,107059.1
1500,1500,198433,31255-100,37650-000,478370.9
1501,1501,198436,89210-145,84603-420,543726.6
1502,1502,198437,14701-550,84603-420,999807.7
1503,1503,198453,03345-000,06053-020,32581.8
1504,1504,198454,39480-000,30310-530,661790.2
1505,1505,198456,35701-004,34525-640,84864.0
1506,1506,198457,31255-100,45600-240,1071857.1
1507,1507,198458,03989-010,07243-430,36584.3
1508,1508,198469,29164-018,16070-620,1510533.7
1509,1509,198471,99040-000,91160-652,292698.7
1510,1510,198474,29164-018,20710-090,548884.3
1511,1511,198478,74430-130,22630-012,1324619.5
1512,1512,198480,03622-010,86030-290,540344.1
1513,1513,198482,03622-010,13872-077,234326.1
1514,1514,198486,03134-001,36190-000,575273.9
1515,1515,198490,03711-007,30180-060,580132.5
1516,1516,198493,35900-700,39870-000,530928.4
1517,1517,198500,23073-200,20541-140,44133.5
1518,1518,198511,86490-000,26375-310,863712.4
1519,1519,198576,13800-700,05533-000,164900.4
1520,1520,198587,02036-011,02987-100,16080.5
1521,1521,198590,15086-010,13568-655,210396.6
1522,1522,198594,89287-615,89558-000,285009.2
1523,1523,198599,30710-010,37474-000,408309.1
1524,1524,198602,03989-010,05551-150,35681.9
1525,1525,198605,12010-150,18061-230,225649.3
1526,1526,198608,13800-700,18035-260,152545.4
1527,1527,198638,15086-010,12530-000,633057.4
1528,1528,198640,14701-550,07411-750,418409.2
1529,1529,198646,13800-700,11605-515,310846.3
1530,1530,198652,32242-310,13183-255,591208.9
1531,1531,198654,59037-060,32400-366,2340282.2
1532,1532,198667,59780-000,64049-680,765051.4
1533,1533,198672,81610-040,14500-000,795865.9
1534,1534,198676,12010-150,26013-330,272036.4
1535,1535,198678,29164-018,13506-490,1166354.2
1536,1536,198699,12010-150,24344-150,327182.7
1537,1537,198703,13070-752,13091-580,7540.4
1538,1538,198709,13800-700,12580-000,277427.2
1539,1539,198710,88533-000,30730-420,1386158.3
1540,1540,198713,03134-001,05821-050,24040.6
1541,1541,198729,31030-035,39592-000,426367.7
1542,1542,198738,74430-120,13084-350,854466.8
1543,1543,198744,31030-035,45675-000,1033713.8
1544,1544,198748,03622-010,40325-141,1930823.1
1545,1545,198764,03622-010,86076-090,546264.9
1546,1546,198778,02036-011,78250-000,1992815.1
1547,1547,198779,72007-515,13206-760,960903.3
1548,1548,198781,03989-010,04428-070,23129.6
1549,1549,198782,19026-660,69082-110,3528595.5
1550,1550,198792,14701-550,37474-000,504751.4
1551,1551,198800,81920-540,13340-350,454267.3
1552,1552,198804,78085-000,21931-582,1919082.0
1553,1553,198811,59037-060,74563-140,2608510.7
1554,1554,198812,74430-120,74563-140,5592.5
1555,1555,198814,29164-018,69037-545,4500010.4
1556,1556,198815,29313-656,35628-000,751483.0
1557,1557,198818,74430-120,13040-102,857923.2
1558,1558,198821,29164-018,39547-000,877987.0
1559,1559,198861,81730-080,04134-020,415502.9
1560,1560,198862,82820-090,04134-020,400516.0
1561,1561,198871,86490-000,17014-270,228427.1
1562,1562,198888,03047-000,59360-000,2745182.2
1563,1563,198894,12090-600,13457-190,234515.3
1564,1564,198902,12010-750,28030-035,601996.1
1565,1565,198912,18043-003,06405-035,76124.6
1566,1566,198914,74430-120,65091-165,2011998.4
1567,1567,198920,13070-752,03969-000,117186.3
1568,1568,198931,88533-000,18208-018,713953.0
1569,1569,198933,15133-272,14960-000,100319.9
1570,1570,198940,82820-090,68513-400,2738185.1
1571,1571,198941,29164-018,68513-400,2646195.9
1572,1572,198942,20930-090,68513-400,2542675.9
1573,1573,198946,65913-447,12620-000,2514157.8
1574,1574,198951,20930-090,18132-295,488022.5
1575,1575,198957,31255-100,77790-000,1785230.2
1576,1576,198961,37500-176,28970-000,413072.6
1577,1577,198963,07131-000,37508-000,232142.4
1578,1578,198965,03989-010,37508-000,253193.8
1579,1579,198968,29313-656,05356-000,815004.3
1580,1580,198975,14021-000,03612-000,315771.6
1581,1581,198980,40230-680,41680-058,13866.3
1582,1582,198983,74430-120,13056-468,861499.3
1583,1583,199001,04378-300,30570-480,592197.7
1584,1584,199010,29313-656,24350-380,414644.9
1585,1585,199013,29313-656,45600-240,888170.1
1586,1586,199024,02721-200,05527-010,22656.5
1587,1587,199025,02721-200,05527-010,22656.5
1588,1588,199026,03047-000,01224-030,29663.4
1589,1589,199027,31255-100,36800-000,339587.4
1590,1590,199059,88533-000,29193-066,1845534.1
1591,1591,199089,74430-130,54330-640,2312997.6
1592,1592,199090,03989-010,21060-130,419120.3
1593,1593,199104,09351-090,22780-170,436351.0
1594,1594,199113,74430-130,30570-480,878518.6
1595,1595,199126,12010-750,06515-300,157168.5
1596,1596,199151,03711-007,22710-085,410069.3
1597,1597,199152,03711-007,13874-222,237217.1
1598,1598,199153,88352-201,21931-582,1066031.1
1599,1599,199155,03989-010,97800-000,1279553.2
1600,1600,199171,29164-018,21060-130,548369.4
1601,1601,199186,31030-035,13920-000,573147.2
1602,1602,199187,85501-000,13920-000,889060.3
1603,1603,199188,72007-515,13920-000,941430.3
1604,1604,199190,14701-550,35400-000,723410.5
1605,1605,199206,74430-120,06016-970,942675.8
1606,1606,199207,02959-000,13104-132,99768.7
1607,1607,199208,07180-270,06016-970,38264.2
1608,1608,199211,79602-020,98980-000,1140994.5
1609,1609,199213,03711-007,79304-020,1439548.1
1610,1610,199218,03220-000,15084-070,450660.4
1611,1611,199220,37800-000,15084-070,366759.8
1612,1612,199221,06705-030,15084-070,451782.6
1613,1613,199222,02959-000,15084-070,430819.6
1614,1614,199223,20930-090,15084-070,832747.4
1615,1615,199251,37800-000,27943-450,748586.9
1616,1616,199252,14701-550,12092-742,476452.9
1617,1617,199256,31255-100,22745-004,451362.6
1618,1618,199257,29313-656,22745-004,488000.7
1619,1619,199269,35900-700,26520-533,544744.2
1620,1620,199270,14021-000,19816-000,380505.4
1621,1621,199285,03622-010,01202-000,18139.7
1622,1622,199289,74430-130,22790-600,1334041.6
1623,1623,199291,85501-000,30575-130,1405655.0
1624,1624,199294,04344-010,04156-000,3019.7
1625,1625,199305,03622-010,37554-030,201513.7
1626,1626,199318,13070-752,13331-100,32691.9
1627,1627,199320,31030-035,22610-380,454944.4
1628,1628,199332,02721-200,02806-000,3685.2
1629,1629,199352,82820-090,96075-310,992682.6
1630,1630,199358,14701-550,08551-347,415820.1
1631,1631,199363,37800-000,74810-030,743329.2
1632,1632,199376,13800-700,14811-668,180625.9
1633,1633,199382,12010-150,12082-720,2500.4
1634,1634,199385,02721-200,02733-050,4888.9
1635,1635,199392,03047-000,13347-442,116011.0
1636,1636,199393,29164-018,29560-000,243610.9
1637,1637,199400,03622-010,49055-330,2129628.0
1638,1638,199408,15086-010,14500-000,198533.2
1639,1639,199420,74430-120,50710-375,2326391.3
1640,1640,199421,03622-010,07251-120,20143.5
1641,1641,199428,15133-272,04102-010,459585.8
1642,1642,199435,02036-011,29645-000,944445.0
1643,1643,199437,12090-600,06343-410,156291.3
1644,1644,199445,89210-145,07181-240,553606.2
1645,1645,199465,14021-000,14790-000,136174.3
1646,1646,199477,31255-100,09050-210,599488.3
1647,1647,199479,31255-100,22785-620,473781.0
1648,1648,199480,37800-000,22785-620,540946.7
1649,1649,199490,31255-100,36070-070,270324.6
1650,1650,199495,20930-090,23931-435,145963.1
1651,1651,199500,29164-018,08420-550,982693.0
1652,1652,199501,29164-018,08420-550,982693.0
1653,1653,199505,35900-700,37778-000,548494.6
1654,1654,199511,03047-000,01224-030,29663.4
1655,1655,199515,04378-300,15707-480,595548.2
1656,1656,199520,31030-035,26700-000,401779.1
1657,1657,199532,74430-120,79400-000,787280.9
1658,1658,199533,14701-550,79400-000,880210.1
1659,1659,199566,38405-024,08633-765,649674.7
1660,1660,199567,06075-180,08633-765,73348.4
1661,1661,199570,02721-200,02733-050,4888.9
1662,1662,199574,02513-020,48900-360,2182161.5
1663,1663,199575,29313-656,48900-360,1625547.4
1664,1664,199583,14405-268,05792-060,408269.1
1665,1665,199586,88533-000,30730-420,1386158.3
1666,1666,199592,55920-000,23017-120,2427334.8
1667,1667,199609,15086-010,36205-654,812208.8
1668,1668,199621,03622-010,18800-000,343871.8
1669,1669,199629,74430-130,05724-005,955275.4
1670,1670,199641,03711-007,08420-550,15219.1
1671,1671,199642,12010-150,35640-000,573494.9
1672,1672,199643,18043-003,14170-720,317720.4
1673,1673,199646,14701-550,05335-050,376705.3
1674,1674,199668,89210-145,30570-480,1104243.5
1675,1675,199671,74430-120,24320-570,1326939.1
1676,1676,199672,03711-007,24320-570,442242.4
1677,1677,199674,74430-120,78050-268,928925.0
1678,1678,199678,02721-200,05551-150,21358.3
1679,1679,199679,03345-000,05551-150,25539.0
1680,1680,199681,29164-018,03931-030,990366.9
1681,1681,199682,74430-120,03931-030,961307.2
1682,1682,199684,12010-150,12514-050,51929.6
1683,1683,199692,98400-000,06755-260,1014788.6
1684,1684,199694,74430-120,37800-000,750391.6
1685,1685,199701,02721-200,02987-100,9261.3
1686,1686,199702,99700-392,28625-630,1451099.9
1687,1687,199708,06703-001,02410-020,49988.4
1688,1688,199723,12010-150,59500-000,2719611.3
1689,1689,199724,96170-000,69311-044,5466441.7
1690,1690,199730,06703-001,03931-030,61725.2
1691,1691,199741,03526-000,04105-003,20531.2
1692,1692,199749,04344-010,31060-280,605746.5
1693,1693,199753,88533-000,06421-060,799494.0
1694,1694,199754,03989-010,37800-000,320333.6
1695,1695,199757,14405-268,13456-442,281746.3
1696,1696,199759,14701-550,06382-110,377821.1
1697,1697,199762,23073-200,39875-000,947173.3
1698,1698,199764,09351-090,13573-208,266070.9
1699,1699,199765,29313-656,13573-208,1001566.8
1700,1700,199783,04344-010,06263-010,25850.3
1701,1701,199784,13800-700,06263-010,152671.9
1702,1702,199785,98400-000,92110-000,430254.0
1703,1703,199791,06703-001,09852-070,49691.5
1704,1704,199799,29164-018,71909-180,1259917.3
1705,1705,199819,03622-010,13360-000,149064.7
1706,1706,199820,06703-001,13610-090,202107.0
1707,1707,199822,14701-550,14030-460,82008.1
1708,1708,199825,14701-550,05021-001,375665.1
1709,1709,199827,74430-120,23020-470,1328727.0
1710,1710,199830,20930-090,86802-080,1008992.3
1711,1711,199856,74430-130,79051-000,836885.4
1712,1712,199857,03622-010,06075-180,35155.9
1713,1713,199859,18043-003,18707-240,184572.5
1714,1714,199875,23073-200,28545-000,232850.6
1715,1715,199876,29313-656,99052-321,1783780.4
1716,1716,199877,72007-515,64004-370,1699589.3
1717,1717,199878,14701-550,84935-000,474567.4
1718,1718,199881,35701-004,86390-000,1015319.7
1719,1719,199883,15086-010,77015-567,1350569.9
1720,1720,199885,04378-300,79550-000,981910.5
1721,1721,199889,13970-080,17211-593,217811.4
1722,1722,199890,74430-120,04543-011,948716.3
1723,1723,199905,03711-007,13874-222,237217.1
1724,1724,199914,89287-615,89107-000,86600.9
1725,1725,199915,74430-130,45350-000,1338242.6
1726,1726,199927,03345-000,05339-005,29712.3
1727,1727,199931,78785-000,70256-010,772896.3
1728,1728,199936,12010-750,12600-100,61893.6
1729,1729,199950,12010-150,74870-330,1036899.5
1730,1730,199951,36013-080,74870-330,1132744.9
1731,1731,199953,06411-150,08340-010,49842.4
1732,1732,199954,12010-150,85869-270,1161439.9
1733,1733,199996,99040-000,25956-015,1475999.8
1734,1734,200002,03989-010,05422-000,25906.5
1735,1735,200007,04055-010,13345-705,114184.8
1736,1736,200023,14701-550,13212-564,321929.1
1737,1737,200025,02721-200,06463-260,19855.2
1738,1738,200026,15086-010,16201-008,135921.9
1739,1739,200034,20930-090,13104-132,486825.2
